device_id,user_id,device_type,os_version,first_used_date
D0015166,U007393,Tablet,v1,2024-01-14
D0015167,U007393,Mobile - iOS,v2,2024-01-06
D0015168,U007394,Tablet,latest,2025-05-12
D0015169,U007394,Mobile - Android,v1,2025-05-06
D0015170,U007394,Smart TV,v2,2025-05-07
D0015171,U007395,Gaming Console,latest,2026-03-13
D0015172,U007395,Desktop - Web,latest,2026-03-05
D0015173,U007395,Tablet,v1,2026-03-03
D0015174,U007396,Smart TV,latest,2025-02-10
D0015175,U007397,Tablet,latest,2022-11-07
D0015176,U007397,Gaming Console,v1,2022-11-19
D0015177,U007397,Desktop - Web,v3,2022-11-12
D0015178,U007397,Smart TV,v2,2022-11-14
D0015179,U007398,Mobile - iOS,v1,2026-03-16
D0015180,U007398,Smart TV,v1,2026-03-21
D0015181,U007399,Desktop - Web,v1,2025-03-20
D0015182,U007400,Desktop - Web,latest,2024-10-15
D0015183,U007400,Gaming Console,latest,2024-10-30
D0015184,U007401,Smart TV,v2,2022-06-28
D0015185,U007401,Desktop - Web,latest,2022-06-18
D0015186,U007401,Mobile - Android,v1,2022-06-17
D0015187,U007402,Tablet,latest,2022-12-23
D0015188,U007402,Desktop - Web,latest,2022-12-21
D0015189,U007403,Smart TV,v1,2025-04-22
D0015190,U007404,Mobile - Android,v2,2025-07-21
D0015191,U007404,Desktop - Web,v3,2025-07-22
D0015192,U007405,Smart TV,v2,2026-04-06
D0015193,U007405,Mobile - iOS,v3,2026-04-06
D0015194,U007405,Tablet,latest,2026-03-29
D0015195,U007406,Gaming Console,v3,2025-03-07
D0015196,U007406,Smart TV,latest,2025-03-15
D0015197,U007406,Mobile - Android,v3,2025-02-25
D0015198,U007407,Mobile - Android,v1,2026-02-13
D0015199,U007407,Mobile - iOS,v3,2026-02-02
D0015200,U007408,Desktop - Web,v1,2024-08-20
D0015201,U007409,Tablet,v2,2023-04-19
D0015202,U007409,Smart TV,latest,2023-04-13
D0015203,U007409,Desktop - Web,latest,2023-04-13
D0015204,U007409,Gaming Console,latest,2023-04-03
D0015205,U007410,Desktop - Web,latest,2026-01-16
D0015206,U007410,Smart TV,v2,2026-01-03
D0015207,U007410,Gaming Console,latest,2026-01-15
D0015208,U007410,Mobile - Android,v2,2026-01-14
D0015209,U007411,Smart TV,v2,2025-11-19
D0015210,U007411,Gaming Console,v3,2025-11-16
D0015211,U007411,Desktop - Web,v2,2025-11-05
D0015212,U007411,Mobile - Android,v1,2025-11-08
D0015213,U007412,Mobile - iOS,v1,2026-03-06
D0015214,U007413,Mobile - Android,v3,2025-09-17
D0015215,U007414,Desktop - Web,v3,2023-08-17
D0015216,U007414,Tablet,v2,2023-08-03
D0015217,U007415,Mobile - iOS,v3,2025-11-07
D0015218,U007415,Tablet,latest,2025-11-04
D0015219,U007415,Gaming Console,latest,2025-11-12
D0015220,U007415,Mobile - Android,latest,2025-11-20
D0015221,U007416,Tablet,v3,2025-07-15
D0015222,U007416,Smart TV,v1,2025-07-14
D0015223,U007417,Mobile - iOS,v2,2024-04-10
D0015224,U007417,Desktop - Web,v3,2024-03-28
D0015225,U007417,Smart TV,v3,2024-04-12
D0015226,U007418,Desktop - Web,v1,2024-12-19
D0015227,U007419,Mobile - iOS,v3,2024-11-02
D0015228,U007420,Mobile - Android,v2,2025-12-28
D0015229,U007421,Mobile - Android,latest,2026-05-05
D0015230,U007421,Smart TV,v2,2026-05-12
D0015231,U007422,Mobile - iOS,v3,2024-07-02
D0015232,U007423,Mobile - Android,v3,2024-03-09
D0015233,U007424,Mobile - iOS,v1,2025-09-07
D0015234,U007425,Tablet,v1,2023-01-30
D0015235,U007425,Desktop - Web,v2,2023-01-30
D0015236,U007426,Tablet,v1,2023-11-21
D0015237,U007427,Gaming Console,v1,2025-12-24
D0015238,U007428,Mobile - Android,latest,2025-08-03
D0015239,U007428,Tablet,v1,2025-08-16
D0015240,U007428,Mobile - iOS,v1,2025-08-18
D0015241,U007429,Smart TV,v1,2025-07-29
D0015242,U007430,Gaming Console,v1,2026-06-10
D0015243,U007431,Mobile - Android,v2,2026-04-23
D0015244,U007431,Smart TV,v3,2026-04-24
D0015245,U007431,Desktop - Web,v2,2026-04-09
D0015246,U007432,Smart TV,v3,2025-08-27
D0015247,U007433,Tablet,v3,2024-09-24
D0015248,U007433,Gaming Console,v3,2024-10-11
D0015249,U007434,Mobile - Android,v2,2024-08-16
D0015250,U007434,Desktop - Web,v1,2024-08-06
D0015251,U007435,Mobile - iOS,latest,2022-04-17
D0015252,U007435,Smart TV,latest,2022-04-20
D0015253,U007436,Mobile - Android,v3,2025-05-22
D0015254,U007436,Gaming Console,latest,2025-05-18
D0015255,U007437,Mobile - Android,v2,2025-04-25
D0015256,U007437,Smart TV,v2,2025-04-18
D0015257,U007437,Gaming Console,latest,2025-04-26
D0015258,U007437,Desktop - Web,latest,2025-04-09
D0015259,U007438,Smart TV,v1,2025-10-02
D0015260,U007439,Desktop - Web,v2,2023-09-11
D0015261,U007439,Tablet,v1,2023-09-03
D0015262,U007440,Tablet,v1,2023-08-23
D0015263,U007441,Tablet,v1,2022-09-17
D0015264,U007442,Desktop - Web,v3,2024-09-13
D0015265,U007442,Mobile - iOS,v1,2024-09-15
D0015266,U007443,Smart TV,v3,2023-07-25
D0015267,U007444,Mobile - Android,latest,2026-03-01
D0015268,U007445,Tablet,latest,2025-08-26
D0015269,U007445,Desktop - Web,v1,2025-08-14
D0015270,U007446,Smart TV,v1,2024-12-26
D0015271,U007446,Gaming Console,v3,2024-12-20
D0015272,U007446,Mobile - iOS,v2,2024-12-26
D0015273,U007447,Mobile - Android,v1,2024-07-21
D0015274,U007448,Desktop - Web,v3,2023-04-09
D0015275,U007448,Mobile - Android,v3,2023-04-12
D0015276,U007449,Gaming Console,v1,2026-02-03
D0015277,U007450,Mobile - iOS,v1,2025-07-06
D0015278,U007450,Desktop - Web,v2,2025-07-01
D0015279,U007450,Tablet,latest,2025-07-18
D0015280,U007451,Smart TV,v3,2024-03-04
D0015281,U007451,Mobile - Android,v1,2024-02-28
D0015282,U007451,Mobile - iOS,v2,2024-03-04
D0015283,U007452,Mobile - Android,v2,2026-02-10
D0015284,U007453,Mobile - iOS,latest,2026-02-20
D0015285,U007453,Tablet,v1,2026-03-09
D0015286,U007453,Mobile - Android,v3,2026-02-27
D0015287,U007454,Mobile - Android,latest,2024-06-30
D0015288,U007454,Mobile - iOS,latest,2024-07-09
D0015289,U007455,Mobile - iOS,v3,2025-08-22
D0015290,U007455,Tablet,v2,2025-08-19
D0015291,U007456,Gaming Console,v1,2024-01-31
D0015292,U007456,Smart TV,v3,2024-01-29
D0015293,U007457,Gaming Console,latest,2025-03-26
D0015294,U007457,Mobile - iOS,v3,2025-03-17
D0015295,U007457,Tablet,v3,2025-03-26
D0015296,U007458,Smart TV,latest,2025-02-06
D0015297,U007459,Tablet,latest,2022-08-27
D0015298,U007460,Smart TV,v3,2025-05-19
D0015299,U007461,Mobile - iOS,v1,2025-07-02
D0015300,U007461,Mobile - Android,v3,2025-06-21
D0015301,U007462,Mobile - iOS,v3,2026-06-06
D0015302,U007462,Tablet,latest,2026-06-04
D0015303,U007463,Mobile - iOS,v2,2026-04-21
D0015304,U007463,Gaming Console,latest,2026-04-11
D0015305,U007463,Mobile - Android,v3,2026-04-07
D0015306,U007464,Smart TV,latest,2026-05-01
D0015307,U007464,Mobile - iOS,latest,2026-04-20
D0015308,U007465,Tablet,v2,2024-06-15
D0015309,U007466,Smart TV,v1,2025-11-08
D0015310,U007466,Desktop - Web,latest,2025-11-01
D0015311,U007467,Smart TV,latest,2025-09-21
D0015312,U007467,Gaming Console,latest,2025-09-26
D0015313,U007467,Mobile - Android,latest,2025-10-02
D0015314,U007468,Gaming Console,v3,2025-05-29
D0015315,U007468,Mobile - Android,v3,2025-05-27
D0015316,U007468,Mobile - iOS,latest,2025-05-21
D0015317,U007468,Smart TV,v1,2025-05-31
D0015318,U007469,Mobile - Android,v1,2024-03-30
D0015319,U007470,Gaming Console,v3,2025-10-07
D0015320,U007471,Mobile - Android,v3,2023-12-03
D0015321,U007471,Mobile - iOS,v1,2023-11-21
D0015322,U007471,Desktop - Web,v1,2023-11-24
D0015323,U007472,Mobile - Android,v3,2026-06-16
D0015324,U007473,Mobile - Android,v1,2023-12-26
D0015325,U007474,Smart TV,v2,2024-08-02
D0015326,U007474,Mobile - iOS,v2,2024-08-04
D0015327,U007475,Smart TV,latest,2025-11-20
D0015328,U007476,Gaming Console,v1,2025-12-02
D0015329,U007476,Mobile - Android,v3,2025-12-06
D0015330,U007477,Mobile - Android,v1,2024-08-31
D0015331,U007477,Gaming Console,v3,2024-08-19
D0015332,U007477,Tablet,v2,2024-09-01
D0015333,U007477,Desktop - Web,latest,2024-08-26
D0015334,U007478,Tablet,v2,2022-09-06
D0015335,U007478,Mobile - Android,v1,2022-09-12
D0015336,U007478,Mobile - iOS,v2,2022-09-07
D0015337,U007479,Mobile - Android,v1,2024-09-04
D0015338,U007479,Gaming Console,latest,2024-08-31
D0015339,U007480,Gaming Console,v3,2024-10-12
D0015340,U007480,Tablet,v2,2024-10-30
D0015341,U007481,Tablet,v1,2025-01-15
D0015342,U007482,Smart TV,v1,2025-11-24
D0015343,U007482,Tablet,v2,2025-11-21
D0015344,U007482,Desktop - Web,v3,2025-11-28
D0015345,U007482,Mobile - iOS,v3,2025-11-27
D0015346,U007483,Gaming Console,latest,2024-02-09
D0015347,U007483,Mobile - iOS,v1,2024-02-06
D0015348,U007484,Desktop - Web,v3,2025-08-07
D0015349,U007484,Tablet,v2,2025-08-14
D0015350,U007485,Gaming Console,v3,2024-05-09
D0015351,U007485,Mobile - iOS,v2,2024-04-27
D0015352,U007485,Desktop - Web,v3,2024-05-05
D0015353,U007486,Gaming Console,v1,2026-02-22
D0015354,U007486,Mobile - Android,v2,2026-02-23
D0015355,U007486,Mobile - iOS,v3,2026-02-16
D0015356,U007487,Mobile - iOS,latest,2023-05-03
D0015357,U007487,Tablet,v3,2023-05-08
D0015358,U007488,Gaming Console,v3,2024-10-16
D0015359,U007488,Smart TV,latest,2024-10-10
D0015360,U007488,Mobile - Android,v2,2024-10-26
D0015361,U007489,Mobile - iOS,v1,2026-06-28
D0015362,U007489,Smart TV,v2,2026-06-25
D0015363,U007489,Gaming Console,v3,2026-06-15
D0015364,U007489,Tablet,latest,2026-06-16
D0015365,U007490,Mobile - iOS,v1,2026-04-17
D0015366,U007490,Tablet,v1,2026-04-17
D0015367,U007490,Mobile - Android,v3,2026-05-05
D0015368,U007491,Tablet,v2,2025-09-10
D0015369,U007492,Mobile - iOS,v2,2023-10-31
D0015370,U007492,Tablet,v2,2023-11-07
D0015371,U007493,Smart TV,v3,2026-02-13
D0015372,U007493,Desktop - Web,latest,2026-02-09
D0015373,U007494,Mobile - iOS,v2,2025-10-02
D0015374,U007494,Desktop - Web,v2,2025-09-29
D0015375,U007495,Mobile - Android,v3,2024-04-05
D0015376,U007496,Tablet,v3,2024-06-01
D0015377,U007496,Gaming Console,v2,2024-06-05
D0015378,U007497,Smart TV,latest,2025-12-01
D0015379,U007498,Desktop - Web,v3,2025-01-23
D0015380,U007498,Gaming Console,v3,2025-01-19
D0015381,U007499,Smart TV,v2,2026-03-27
D0015382,U007499,Mobile - iOS,latest,2026-03-18
D0015383,U007500,Mobile - iOS,v2,2026-07-08
D0015384,U007500,Gaming Console,latest,2026-07-08
D0015385,U007500,Desktop - Web,v1,2026-07-14
D0015386,U007501,Mobile - iOS,latest,2024-03-06
D0015387,U007502,Desktop - Web,v1,2024-07-01
D0015388,U007502,Smart TV,latest,2024-07-02
D0015389,U007502,Tablet,v1,2024-06-27
D0015390,U007502,Mobile - Android,v2,2024-06-22
D0015391,U007503,Mobile - Android,v3,2023-04-12
D0015392,U007503,Mobile - iOS,v1,2023-04-02
D0015393,U007504,Mobile - Android,v2,2026-01-23
D0015394,U007504,Mobile - iOS,v3,2026-01-29
D0015395,U007504,Gaming Console,v2,2026-01-26
D0015396,U007505,Gaming Console,latest,2025-05-14
D0015397,U007505,Tablet,v2,2025-05-23
D0015398,U007506,Mobile - iOS,v2,2026-06-10
D0015399,U007507,Gaming Console,latest,2024-02-11
D0015400,U007507,Mobile - Android,v3,2024-02-08
D0015401,U007508,Mobile - iOS,v2,2024-06-19
D0015402,U007508,Gaming Console,v2,2024-07-02
D0015403,U007508,Mobile - Android,v2,2024-06-16
D0015404,U007509,Gaming Console,v1,2024-05-17
D0015405,U007509,Mobile - Android,v2,2024-05-31
D0015406,U007510,Gaming Console,v2,2024-03-14
D0015407,U007510,Mobile - Android,v1,2024-03-26
D0015408,U007511,Mobile - Android,latest,2022-12-27
D0015409,U007512,Gaming Console,v1,2022-05-18
D0015410,U007512,Mobile - Android,v1,2022-05-26
D0015411,U007513,Tablet,v3,2023-09-18
D0015412,U007513,Desktop - Web,v3,2023-09-11
D0015413,U007514,Smart TV,v2,2024-07-16
D0015414,U007514,Mobile - Android,latest,2024-07-08
D0015415,U007514,Desktop - Web,latest,2024-07-21
D0015416,U007515,Tablet,latest,2026-05-30
D0015417,U007515,Mobile - Android,v1,2026-05-28
D0015418,U007516,Desktop - Web,latest,2026-06-01
D0015419,U007516,Tablet,v1,2026-06-03
D0015420,U007516,Gaming Console,v3,2026-06-11
D0015421,U007516,Smart TV,v1,2026-05-30
D0015422,U007517,Desktop - Web,v1,2024-11-25
D0015423,U007517,Tablet,v1,2024-12-06
D0015424,U007517,Gaming Console,latest,2024-12-08
D0015425,U007517,Mobile - Android,latest,2024-12-06
D0015426,U007518,Tablet,latest,2025-03-30
D0015427,U007518,Smart TV,v2,2025-04-09
D0015428,U007518,Gaming Console,v2,2025-04-07
D0015429,U007519,Gaming Console,latest,2025-02-03
D0015430,U007519,Smart TV,v1,2025-02-09
D0015431,U007519,Tablet,v3,2025-02-12
D0015432,U007519,Mobile - iOS,latest,2025-02-21
D0015433,U007520,Gaming Console,latest,2026-03-24
D0015434,U007521,Gaming Console,latest,2023-10-30
D0015435,U007521,Mobile - Android,v2,2023-11-07
D0015436,U007522,Mobile - iOS,v2,2026-06-27
D0015437,U007522,Mobile - Android,v1,2026-06-27
D0015438,U007522,Gaming Console,v2,2026-06-26
D0015439,U007523,Mobile - iOS,v2,2026-04-02
D0015440,U007523,Gaming Console,v3,2026-04-04
D0015441,U007523,Desktop - Web,v2,2026-04-12
D0015442,U007524,Gaming Console,v3,2025-12-05
D0015443,U007524,Desktop - Web,latest,2025-12-09
D0015444,U007525,Gaming Console,v2,2024-09-09
D0015445,U007525,Mobile - Android,v1,2024-09-08
D0015446,U007525,Smart TV,v3,2024-09-13
D0015447,U007525,Tablet,v1,2024-09-08
D0015448,U007526,Desktop - Web,latest,2025-11-15
D0015449,U007527,Mobile - iOS,latest,2025-01-06
D0015450,U007528,Smart TV,v3,2024-07-18
D0015451,U007528,Tablet,v3,2024-07-27
D0015452,U007529,Desktop - Web,v3,2025-11-04
D0015453,U007529,Tablet,v3,2025-10-29
D0015454,U007530,Mobile - Android,v3,2025-06-04
D0015455,U007531,Mobile - iOS,v1,2024-08-22
D0015456,U007531,Smart TV,v2,2024-08-11
D0015457,U007532,Gaming Console,v1,2025-04-21
D0015458,U007533,Smart TV,v1,2026-05-03
D0015459,U007534,Tablet,latest,2023-12-25
D0015460,U007534,Mobile - iOS,v3,2023-12-29
D0015461,U007535,Smart TV,latest,2024-06-11
D0015462,U007535,Mobile - Android,v2,2024-06-15
D0015463,U007536,Smart TV,v2,2024-11-05
D0015464,U007536,Gaming Console,v2,2024-11-01
D0015465,U007537,Smart TV,v1,2026-03-04
D0015466,U007537,Gaming Console,v3,2026-03-11
D0015467,U007537,Mobile - Android,v3,2026-03-10
D0015468,U007537,Desktop - Web,v1,2026-03-18
D0015469,U007538,Tablet,v2,2025-07-29
D0015470,U007538,Smart TV,v3,2025-07-27
D0015471,U007539,Gaming Console,v2,2026-05-21
D0015472,U007539,Mobile - Android,v2,2026-05-22
D0015473,U007539,Mobile - iOS,v1,2026-05-12
D0015474,U007540,Mobile - iOS,latest,2024-09-29
D0015475,U007541,Gaming Console,v1,2024-11-07
D0015476,U007542,Smart TV,v1,2023-04-15
D0015477,U007542,Mobile - iOS,v2,2023-04-22
D0015478,U007542,Tablet,v2,2023-04-14
D0015479,U007543,Gaming Console,v3,2026-03-14
D0015480,U007543,Tablet,v1,2026-03-17
D0015481,U007544,Tablet,v2,2025-08-22
D0015482,U007544,Gaming Console,v1,2025-08-22
D0015483,U007544,Mobile - iOS,v3,2025-08-13
D0015484,U007545,Mobile - Android,latest,2022-05-09
D0015485,U007545,Mobile - iOS,v2,2022-04-27
D0015486,U007545,Desktop - Web,v3,2022-04-29
D0015487,U007546,Tablet,v3,2025-04-27
D0015488,U007547,Smart TV,v3,2024-02-24
D0015489,U007548,Gaming Console,latest,2025-09-19
D0015490,U007549,Mobile - iOS,v3,2025-09-30
D0015491,U007549,Gaming Console,v3,2025-09-30
D0015492,U007549,Desktop - Web,latest,2025-10-01
D0015493,U007550,Mobile - Android,v3,2022-09-27
D0015494,U007551,Desktop - Web,latest,2026-06-26
D0015495,U007551,Mobile - Android,latest,2026-07-08
D0015496,U007551,Tablet,v1,2026-07-08
D0015497,U007552,Tablet,v1,2024-03-09
D0015498,U007552,Mobile - iOS,v3,2024-03-02
D0015499,U007552,Mobile - Android,v2,2024-02-24
D0015500,U007553,Gaming Console,v2,2026-02-25
D0015501,U007554,Gaming Console,v1,2025-04-27
D0015502,U007554,Tablet,v1,2025-05-01
D0015503,U007554,Desktop - Web,v3,2025-04-15
D0015504,U007555,Mobile - iOS,v2,2025-11-10
D0015505,U007555,Desktop - Web,v2,2025-11-09
D0015506,U007556,Tablet,v1,2024-12-18
D0015507,U007556,Gaming Console,v1,2024-12-30
D0015508,U007556,Mobile - iOS,v3,2024-12-17
D0015509,U007556,Mobile - Android,v1,2024-12-17
D0015510,U007557,Tablet,v2,2023-10-17
D0015511,U007557,Mobile - Android,v3,2023-10-19
D0015512,U007557,Desktop - Web,v1,2023-10-21
D0015513,U007558,Desktop - Web,latest,2026-04-16
D0015514,U007558,Smart TV,v1,2026-04-05
D0015515,U007558,Tablet,v3,2026-04-01
D0015516,U007558,Mobile - Android,v3,2026-04-08
D0015517,U007559,Gaming Console,latest,2026-03-05
D0015518,U007560,Tablet,latest,2025-01-06
D0015519,U007560,Gaming Console,v1,2025-01-02
D0015520,U007561,Mobile - iOS,v1,2025-04-15
D0015521,U007561,Smart TV,v2,2025-04-30
D0015522,U007562,Mobile - iOS,v3,2025-09-17
D0015523,U007563,Mobile - iOS,v3,2024-12-25
D0015524,U007563,Smart TV,v3,2024-12-20
D0015525,U007564,Mobile - iOS,v1,2023-03-08
D0015526,U007564,Gaming Console,v3,2023-03-25
D0015527,U007565,Mobile - iOS,v3,2026-06-23
D0015528,U007565,Tablet,v1,2026-07-01
D0015529,U007566,Mobile - Android,latest,2024-04-28
D0015530,U007567,Mobile - iOS,latest,2024-10-09
D0015531,U007568,Tablet,v1,2023-11-16
D0015532,U007568,Gaming Console,v2,2023-11-05
D0015533,U007569,Mobile - iOS,v2,2024-07-22
D0015534,U007570,Gaming Console,v2,2025-09-30
D0015535,U007571,Mobile - Android,latest,2024-09-26
D0015536,U007571,Gaming Console,latest,2024-09-24
D0015537,U007571,Desktop - Web,v2,2024-09-11
D0015538,U007571,Smart TV,v2,2024-09-11
D0015539,U007572,Smart TV,v3,2023-05-11
D0015540,U007573,Gaming Console,latest,2026-05-07
D0015541,U007573,Desktop - Web,latest,2026-04-29
D0015542,U007574,Tablet,latest,2025-07-31
D0015543,U007574,Smart TV,latest,2025-07-26
D0015544,U007575,Desktop - Web,v2,2025-02-09
D0015545,U007575,Mobile - iOS,v2,2025-02-10
D0015546,U007575,Smart TV,v2,2025-01-30
D0015547,U007575,Mobile - Android,v1,2025-02-01
D0015548,U007576,Gaming Console,v3,2023-09-21
D0015549,U007576,Tablet,latest,2023-09-08
D0015550,U007576,Desktop - Web,v2,2023-09-15
D0015551,U007577,Mobile - Android,v1,2025-09-18
D0015552,U007577,Tablet,v1,2025-09-16
D0015553,U007577,Mobile - iOS,v1,2025-09-10
D0015554,U007578,Mobile - iOS,v2,2025-01-07
D0015555,U007578,Gaming Console,v1,2025-01-10
D0015556,U007579,Tablet,v1,2024-11-29
D0015557,U007580,Gaming Console,latest,2024-09-13
D0015558,U007580,Tablet,v3,2024-09-04
D0015559,U007580,Mobile - Android,latest,2024-08-26
D0015560,U007580,Desktop - Web,v2,2024-09-13
D0015561,U007581,Gaming Console,v1,2023-05-27
D0015562,U007581,Mobile - iOS,v2,2023-05-29
D0015563,U007582,Tablet,v2,2024-08-23
D0015564,U007582,Mobile - iOS,v1,2024-08-23
D0015565,U007583,Mobile - iOS,latest,2024-09-13
D0015566,U007584,Mobile - iOS,v2,2025-08-14
D0015567,U007584,Tablet,v2,2025-08-04
D0015568,U007584,Gaming Console,latest,2025-08-01
D0015569,U007584,Smart TV,v1,2025-08-18
D0015570,U007585,Smart TV,v3,2023-06-18
D0015571,U007585,Tablet,v1,2023-06-28
D0015572,U007586,Mobile - iOS,latest,2026-06-24
D0015573,U007587,Mobile - iOS,v1,2026-03-25
D0015574,U007588,Desktop - Web,v1,2026-02-25
D0015575,U007589,Mobile - iOS,latest,2025-09-11
D0015576,U007589,Tablet,v1,2025-09-14
D0015577,U007589,Gaming Console,v2,2025-08-31
D0015578,U007590,Mobile - iOS,v3,2026-04-01
D0015579,U007591,Desktop - Web,v3,2024-11-21
D0015580,U007591,Gaming Console,v3,2024-11-20
D0015581,U007592,Desktop - Web,v1,2023-01-05
D0015582,U007593,Tablet,v1,2025-01-09
D0015583,U007593,Mobile - Android,v3,2025-01-25
D0015584,U007593,Desktop - Web,v1,2025-01-22
D0015585,U007594,Tablet,v3,2024-11-18
D0015586,U007594,Desktop - Web,v1,2024-11-16
D0015587,U007594,Smart TV,v3,2024-11-07
D0015588,U007595,Smart TV,v1,2025-03-09
D0015589,U007596,Desktop - Web,v3,2026-02-27
D0015590,U007596,Mobile - Android,v1,2026-02-26
D0015591,U007597,Smart TV,latest,2024-09-13
D0015592,U007598,Mobile - iOS,v3,2025-10-23
D0015593,U007598,Gaming Console,v2,2025-10-13
D0015594,U007599,Desktop - Web,v3,2025-06-24
D0015595,U007599,Mobile - Android,v3,2025-06-22
D0015596,U007599,Mobile - iOS,v3,2025-06-28
D0015597,U007599,Smart TV,v3,2025-06-28
D0015598,U007600,Smart TV,v1,2025-08-15
D0015599,U007600,Tablet,v1,2025-08-16
D0015600,U007600,Mobile - Android,latest,2025-08-15
D0015601,U007601,Gaming Console,v3,2024-09-02
D0015602,U007602,Mobile - iOS,v2,2024-09-15
D0015603,U007602,Tablet,v3,2024-09-15
D0015604,U007603,Smart TV,v1,2023-08-19
D0015605,U007603,Gaming Console,v3,2023-08-10
D0015606,U007604,Mobile - iOS,latest,2025-01-05
D0015607,U007604,Gaming Console,v2,2025-01-03
D0015608,U007604,Smart TV,v3,2024-12-24
D0015609,U007605,Mobile - Android,v1,2023-03-24
D0015610,U007605,Smart TV,v1,2023-04-02
D0015611,U007605,Tablet,v1,2023-03-27
D0015612,U007606,Mobile - iOS,v2,2025-05-15
D0015613,U007606,Gaming Console,v3,2025-05-24
D0015614,U007607,Mobile - iOS,latest,2025-01-19
D0015615,U007607,Smart TV,latest,2025-02-02
D0015616,U007608,Smart TV,v2,2025-04-08
D0015617,U007608,Desktop - Web,v1,2025-04-02
D0015618,U007608,Tablet,v3,2025-04-17
D0015619,U007609,Desktop - Web,v3,2023-11-21
D0015620,U007610,Mobile - Android,v2,2026-02-19
D0015621,U007610,Desktop - Web,v1,2026-03-05
D0015622,U007611,Gaming Console,v1,2024-02-27
D0015623,U007612,Smart TV,v1,2023-04-07
D0015624,U007612,Mobile - Android,v2,2023-04-06
D0015625,U007612,Gaming Console,v2,2023-04-06
D0015626,U007613,Gaming Console,v1,2024-10-09
D0015627,U007613,Mobile - iOS,v3,2024-10-02
D0015628,U007614,Smart TV,v1,2026-03-29
D0015629,U007615,Smart TV,v2,2025-08-02
D0015630,U007615,Mobile - iOS,v2,2025-08-02
D0015631,U007616,Smart TV,v1,2026-01-10
D0015632,U007616,Mobile - iOS,v2,2026-01-18
D0015633,U007617,Desktop - Web,v2,2022-10-01
D0015634,U007617,Gaming Console,v1,2022-10-01
D0015635,U007618,Desktop - Web,v2,2025-08-18
D0015636,U007619,Smart TV,v2,2024-11-05
D0015637,U007619,Desktop - Web,v3,2024-10-31
D0015638,U007620,Mobile - Android,latest,2026-01-24
D0015639,U007620,Desktop - Web,latest,2026-01-24
D0015640,U007621,Desktop - Web,latest,2023-09-07
D0015641,U007621,Tablet,v3,2023-08-24
D0015642,U007622,Desktop - Web,v3,2025-08-03
D0015643,U007623,Mobile - iOS,v3,2024-03-04
D0015644,U007623,Smart TV,v2,2024-02-25
D0015645,U007623,Desktop - Web,v3,2024-02-21
D0015646,U007624,Smart TV,v2,2023-10-29
D0015647,U007625,Smart TV,v1,2025-08-10
D0015648,U007626,Gaming Console,latest,2025-08-04
D0015649,U007626,Smart TV,v2,2025-07-28
D0015650,U007626,Tablet,v1,2025-08-01
D0015651,U007627,Mobile - Android,v2,2026-07-01
D0015652,U007627,Gaming Console,v2,2026-07-14
D0015653,U007627,Desktop - Web,v2,2026-07-14
D0015654,U007628,Mobile - Android,v2,2022-07-12
D0015655,U007629,Gaming Console,v1,2025-12-24
D0015656,U007629,Mobile - Android,v1,2025-12-26
D0015657,U007629,Mobile - iOS,latest,2025-12-30
D0015658,U007630,Mobile - Android,v1,2024-03-31
D0015659,U007631,Smart TV,v2,2025-07-16
D0015660,U007632,Mobile - iOS,latest,2025-11-23
D0015661,U007632,Tablet,v1,2025-11-30
D0015662,U007632,Gaming Console,v3,2025-11-26
D0015663,U007632,Mobile - Android,v1,2025-11-29
D0015664,U007633,Smart TV,v3,2026-06-30
D0015665,U007634,Desktop - Web,v2,2022-11-21
D0015666,U007634,Smart TV,v1,2022-11-10
D0015667,U007635,Tablet,v3,2024-09-25
D0015668,U007635,Desktop - Web,v1,2024-09-30
D0015669,U007635,Mobile - iOS,v3,2024-09-26
D0015670,U007636,Mobile - iOS,latest,2023-01-16
D0015671,U007637,Smart TV,latest,2023-01-08
D0015672,U007637,Gaming Console,latest,2023-01-07
D0015673,U007637,Mobile - iOS,latest,2023-01-02
D0015674,U007638,Desktop - Web,v3,2025-12-22
D0015675,U007639,Mobile - Android,v3,2026-03-16
D0015676,U007639,Desktop - Web,latest,2026-03-23
D0015677,U007640,Tablet,latest,2025-03-05
D0015678,U007640,Mobile - Android,v2,2025-03-06
D0015679,U007641,Tablet,v2,2023-08-21
D0015680,U007642,Smart TV,v3,2026-03-25
D0015681,U007642,Desktop - Web,v2,2026-03-14
D0015682,U007643,Desktop - Web,v3,2026-06-18
D0015683,U007643,Tablet,latest,2026-06-16
D0015684,U007643,Mobile - iOS,v1,2026-06-15
D0015685,U007643,Gaming Console,v1,2026-06-20
D0015686,U007644,Mobile - iOS,latest,2026-06-24
D0015687,U007645,Gaming Console,v1,2026-05-18
D0015688,U007645,Desktop - Web,v3,2026-05-02
D0015689,U007645,Mobile - Android,v2,2026-05-12
D0015690,U007646,Desktop - Web,v1,2023-09-14
D0015691,U007646,Tablet,v2,2023-09-09
D0015692,U007647,Gaming Console,v2,2023-10-22
D0015693,U007647,Smart TV,v2,2023-10-17
D0015694,U007648,Gaming Console,v2,2025-09-09
D0015695,U007649,Mobile - iOS,v3,2024-12-14
D0015696,U007650,Tablet,latest,2025-09-27
D0015697,U007651,Mobile - iOS,v1,2025-08-23
D0015698,U007651,Desktop - Web,v2,2025-08-24
