subscription_id,user_id,plan_type,monthly_price_usd,billing_cycle,start_date,end_date,status,auto_renew,cancellation_reason,is_free_trial
S0006500,U005366,Premium,22.99,Monthly,2026-04-10,2026-05-26,Cancelled,False,Price too high,False
S0006501,U005367,Standard,15.49,Monthly,2025-09-02,2026-02-23,Cancelled,True,Not enough content,False
S0006502,U005368,Mobile,3.99,Monthly,2025-07-20,2026-06-30,Cancelled,False,Not enough content,True
S0006503,U005369,Premium,22.99,Monthly,2024-07-25,2025-01-19,Cancelled,False,Found alternative,True
S0006504,U005369,Mobile,3.99,Annual,2025-03-03,2026-03-08,Cancelled,False,Not enough content,False
S0006505,U005370,Mobile,3.99,Monthly,2023-10-23,2024-03-14,Cancelled,True,Low usage,False
S0006506,U005371,Mobile,3.99,Annual,2026-04-22,2026-06-30,Active,True,,False
S0006507,U005372,Mobile,3.99,Annual,2024-05-22,2025-04-29,Cancelled,True,Price too high,False
S0006508,U005372,Premium,22.99,Annual,2025-05-31,2026-03-03,Cancelled,True,Found alternative,False
S0006509,U005373,Standard,15.49,Annual,2024-07-07,2025-02-02,Cancelled,True,Not enough content,True
S0006510,U005373,Basic,6.99,Monthly,2025-02-15,2026-06-30,Active,True,,False
S0006511,U005374,Standard,15.49,Monthly,2023-09-20,2024-07-17,Cancelled,True,Not enough content,False
S0006512,U005375,Standard,15.49,Monthly,2025-02-19,2025-04-06,Cancelled,True,Not enough content,False
S0006513,U005375,Basic,6.99,Monthly,2025-05-18,2026-01-22,Cancelled,True,Price too high,False
S0006514,U005376,Mobile,3.99,Monthly,2024-01-04,2024-05-02,Cancelled,True,Temporary pause,True
S0006515,U005377,Standard,15.49,Annual,2025-08-22,2025-10-13,Cancelled,False,Technical issues,False
S0006516,U005378,Standard,15.49,Monthly,2025-03-14,2025-07-07,Cancelled,True,Not enough content,False
S0006517,U005378,Premium,22.99,Monthly,2025-09-13,2026-06-30,Cancelled,True,Low usage,False
S0006518,U005379,Premium,22.99,Monthly,2024-04-19,2024-08-21,Cancelled,True,Temporary pause,True
S0006519,U005379,Basic,6.99,Monthly,2024-09-22,2024-11-30,Cancelled,False,Not enough content,False
S0006520,U005380,Basic,6.99,Monthly,2026-03-01,2026-04-08,Cancelled,True,Price too high,True
S0006521,U005381,Standard,15.49,Monthly,2024-11-08,2025-08-01,Cancelled,True,Temporary pause,False
S0006522,U005381,Standard,15.49,Monthly,2025-08-16,2025-10-01,Cancelled,True,Low usage,False
S0006523,U005381,Basic,6.99,Monthly,2025-11-06,2026-06-30,Active,False,,False
S0006524,U005382,Mobile,3.99,Monthly,2025-07-17,2026-02-22,Cancelled,True,Price too high,True
S0006525,U005383,Premium,22.99,Monthly,2026-02-28,2026-06-30,Active,True,,False
S0006526,U005384,Premium,22.99,Monthly,2025-01-28,2025-07-11,Cancelled,True,Technical issues,False
S0006527,U005384,Standard,15.49,Annual,2025-07-19,2026-01-17,Cancelled,True,Found alternative,False
S0006528,U005384,Premium,22.99,Annual,2026-02-26,2026-04-11,Cancelled,True,Low usage,False
S0006529,U005385,Basic,6.99,Annual,2025-09-17,2026-03-25,Cancelled,True,Other,False
S0006530,U005386,Basic,6.99,Annual,2024-12-25,2025-10-11,Cancelled,True,Not enough content,False
S0006531,U005386,Standard,15.49,Monthly,2025-10-25,2026-06-15,Cancelled,True,Not enough content,False
S0006532,U005387,Mobile,3.99,Monthly,2024-01-12,2024-04-09,Cancelled,True,Low usage,True
S0006533,U005388,Basic,6.99,Monthly,2026-04-06,2026-06-30,Active,True,,False
S0006534,U005389,Standard,15.49,Monthly,2024-03-11,2025-06-22,Cancelled,True,Found alternative,False
S0006535,U005390,Mobile,3.99,Monthly,2024-02-13,2024-06-18,Cancelled,True,Low usage,False
S0006536,U005391,Standard,15.49,Monthly,2026-01-31,2026-06-30,Active,False,,False
S0006537,U005392,Basic,6.99,Monthly,2025-05-18,2025-07-19,Cancelled,True,Temporary pause,False
S0006538,U005392,Premium,22.99,Monthly,2025-08-20,2026-01-24,Cancelled,True,Low usage,False
S0006539,U005392,Standard,15.49,Monthly,2026-04-02,2026-06-30,Active,True,,False
S0006540,U005393,Standard,15.49,Monthly,2026-06-05,2026-06-30,Cancelled,True,Technical issues,True
S0006541,U005394,Premium,22.99,Annual,2025-07-02,2026-01-12,Cancelled,True,Temporary pause,True
S0006542,U005395,Premium,22.99,Annual,2024-11-01,2025-06-30,Cancelled,False,Found alternative,False
S0006543,U005396,Mobile,3.99,Monthly,2023-12-15,2024-02-09,Cancelled,True,Not enough content,False
S0006544,U005396,Premium,22.99,Annual,2024-03-19,2025-05-30,Cancelled,True,Other,False
S0006545,U005396,Standard,15.49,Annual,2025-06-05,2025-07-27,Cancelled,True,Found alternative,False
S0006546,U005397,Premium,22.99,Monthly,2023-09-27,2024-03-20,Cancelled,True,Low usage,False
S0006547,U005397,Premium,22.99,Monthly,2024-04-25,2024-09-06,Cancelled,True,Low usage,False
S0006548,U005397,Standard,15.49,Monthly,2024-11-18,2025-06-28,Cancelled,True,Low usage,False
S0006549,U005398,Standard,15.49,Monthly,2026-05-11,2026-06-30,Active,True,,False
S0006550,U005399,Standard,15.49,Monthly,2025-05-23,2026-06-30,Cancelled,True,Technical issues,False
S0006551,U005400,Premium,22.99,Monthly,2025-11-23,2026-02-17,Cancelled,True,Low usage,False
S0006552,U005400,Premium,22.99,Monthly,2026-03-12,2026-06-30,Active,True,,False
S0006553,U005401,Basic,6.99,Monthly,2024-01-27,2024-03-29,Cancelled,True,Price too high,False
S0006554,U005402,Standard,15.49,Monthly,2024-12-21,2025-01-29,Cancelled,False,Price too high,False
S0006555,U005402,Basic,6.99,Monthly,2025-03-02,2025-05-07,Cancelled,False,Temporary pause,False
S0006556,U005403,Basic,6.99,Monthly,2025-07-07,2025-09-14,Cancelled,True,Not enough content,False
S0006557,U005404,Premium,22.99,Monthly,2026-01-30,2026-06-30,Active,True,,False
S0006558,U005405,Standard,15.49,Monthly,2024-06-05,2025-05-31,Cancelled,True,Low usage,False
S0006559,U005406,Premium,22.99,Monthly,2025-04-27,2026-06-30,Cancelled,False,Price too high,False
S0006560,U005407,Basic,6.99,Annual,2023-09-14,2023-12-22,Cancelled,True,Other,False
S0006561,U005408,Basic,6.99,Monthly,2024-08-22,2024-11-16,Cancelled,True,Technical issues,True
S0006562,U005409,Mobile,3.99,Annual,2025-08-29,2025-11-23,Cancelled,True,Temporary pause,False
S0006563,U005410,Basic,6.99,Monthly,2026-02-09,2026-06-30,Cancelled,True,Other,True
S0006564,U005411,Basic,6.99,Monthly,2024-04-28,2024-07-02,Cancelled,True,Price too high,False
S0006565,U005411,Standard,15.49,Monthly,2024-07-09,2025-08-01,Cancelled,True,Price too high,False
S0006566,U005412,Mobile,3.99,Monthly,2026-02-02,2026-06-30,Active,False,,False
S0006567,U005413,Premium,22.99,Monthly,2024-01-13,2024-03-29,Cancelled,True,Other,False
S0006568,U005413,Mobile,3.99,Monthly,2024-05-18,2024-11-28,Cancelled,True,Low usage,False
S0006569,U005414,Basic,6.99,Monthly,2025-09-23,2026-06-30,Active,True,,True
S0006570,U005415,Premium,22.99,Monthly,2025-09-27,2025-12-23,Cancelled,True,Temporary pause,True
S0006571,U005416,Basic,6.99,Monthly,2024-07-09,2024-09-15,Cancelled,False,Low usage,True
S0006572,U005417,Standard,15.49,Monthly,2025-04-03,2025-10-20,Cancelled,True,Price too high,True
S0006573,U005418,Standard,15.49,Monthly,2024-02-13,2025-12-29,Cancelled,True,Price too high,False
S0006574,U005419,Premium,22.99,Monthly,2023-10-19,2024-03-08,Cancelled,True,Other,True
S0006575,U005420,Premium,22.99,Monthly,2026-05-10,2026-06-30,Active,True,,False
S0006576,U005421,Mobile,3.99,Monthly,2025-12-25,2026-02-20,Cancelled,False,Low usage,False
S0006577,U005422,Standard,15.49,Monthly,2022-10-04,2023-05-27,Cancelled,True,Low usage,False
S0006578,U005423,Premium,22.99,Monthly,2026-06-25,2026-06-30,Cancelled,True,Found alternative,True
S0006579,U005424,Standard,15.49,Annual,2026-01-25,2026-06-30,Cancelled,True,Price too high,False
S0006580,U005425,Standard,15.49,Monthly,2026-01-06,2026-06-30,Cancelled,True,Price too high,False
S0006581,U005426,Basic,6.99,Monthly,2024-07-13,2024-08-27,Cancelled,True,Not enough content,False
S0006582,U005427,Standard,15.49,Annual,2026-04-18,2026-06-30,Cancelled,False,Price too high,False
S0006583,U005428,Basic,6.99,Monthly,2025-04-10,2025-10-15,Cancelled,False,Found alternative,True
S0006584,U005429,Standard,15.49,Monthly,2025-09-11,2026-06-30,Cancelled,True,Temporary pause,True
S0006585,U005430,Basic,6.99,Monthly,2023-04-18,2023-07-23,Cancelled,False,Low usage,False
S0006586,U005431,Premium,22.99,Monthly,2025-07-21,2026-06-30,Active,True,,False
S0006587,U005432,Standard,15.49,Monthly,2023-11-17,2025-08-23,Cancelled,True,Low usage,True
S0006588,U005433,Mobile,3.99,Monthly,2024-02-08,2024-05-17,Cancelled,True,Price too high,False
S0006589,U005434,Basic,6.99,Monthly,2023-12-15,2024-05-03,Cancelled,True,Low usage,True
S0006590,U005435,Standard,15.49,Monthly,2025-03-22,2025-04-29,Cancelled,True,Technical issues,False
S0006591,U005436,Premium,22.99,Monthly,2025-12-26,2026-06-30,Cancelled,True,Not enough content,True
S0006592,U005437,Mobile,3.99,Monthly,2025-05-22,2025-10-14,Cancelled,True,Found alternative,False
S0006593,U005438,Standard,15.49,Monthly,2023-11-29,2023-12-29,Cancelled,True,Low usage,False
S0006594,U005439,Standard,15.49,Monthly,2024-05-15,2025-02-24,Cancelled,True,Price too high,False
S0006595,U005440,Premium,22.99,Monthly,2025-05-26,2025-07-15,Cancelled,False,Low usage,False
S0006596,U005441,Mobile,3.99,Monthly,2024-12-08,2025-04-02,Cancelled,True,Not enough content,False
S0006597,U005442,Basic,6.99,Monthly,2023-10-04,2026-01-20,Cancelled,True,Temporary pause,False
S0006598,U005443,Mobile,3.99,Annual,2023-11-12,2024-03-08,Cancelled,True,Price too high,True
S0006599,U005444,Mobile,3.99,Monthly,2024-12-01,2025-01-26,Cancelled,False,Price too high,False
S0006600,U005445,Premium,22.99,Monthly,2026-04-17,2026-06-30,Cancelled,True,Price too high,False
S0006601,U005446,Basic,6.99,Monthly,2025-09-25,2026-04-12,Cancelled,False,Low usage,False
S0006602,U005446,Standard,15.49,Monthly,2026-05-02,2026-06-30,Active,True,,False
S0006603,U005447,Premium,22.99,Monthly,2025-03-26,2025-07-05,Cancelled,True,Other,False
S0006604,U005448,Standard,15.49,Monthly,2024-03-22,2025-05-29,Cancelled,False,Not enough content,False
S0006605,U005449,Mobile,3.99,Monthly,2022-09-15,2023-02-08,Cancelled,False,Price too high,True
S0006606,U005450,Standard,15.49,Monthly,2026-05-27,2026-06-30,Cancelled,True,Found alternative,False
S0006607,U005451,Basic,6.99,Monthly,2025-03-29,2025-07-03,Cancelled,True,Price too high,False
S0006608,U005452,Basic,6.99,Monthly,2025-03-16,2025-05-20,Cancelled,True,Not enough content,False
S0006609,U005453,Premium,22.99,Monthly,2024-10-11,2026-01-04,Cancelled,True,Found alternative,False
S0006610,U005453,Standard,15.49,Monthly,2026-01-14,2026-06-30,Active,True,,False
S0006611,U005454,Premium,22.99,Monthly,2025-08-15,2026-03-24,Cancelled,True,Price too high,True
S0006612,U005455,Basic,6.99,Monthly,2023-05-16,2023-10-26,Cancelled,True,Temporary pause,True
S0006613,U005456,Basic,6.99,Monthly,2024-02-01,2026-03-26,Cancelled,False,Not enough content,True
S0006614,U005456,Standard,15.49,Monthly,2026-05-05,2026-06-30,Active,False,,False
S0006615,U005457,Standard,15.49,Monthly,2023-09-03,2024-02-12,Cancelled,False,Not enough content,False
S0006616,U005458,Premium,22.99,Monthly,2022-10-22,2023-04-07,Cancelled,True,Found alternative,False
S0006617,U005458,Premium,22.99,Monthly,2023-08-01,2024-03-20,Cancelled,False,Price too high,False
S0006618,U005459,Standard,15.49,Monthly,2025-09-17,2025-11-05,Cancelled,True,Low usage,False
S0006619,U005459,Standard,15.49,Monthly,2025-11-27,2026-04-30,Cancelled,False,Not enough content,False
S0006620,U005460,Basic,6.99,Monthly,2025-04-03,2025-08-17,Cancelled,True,Not enough content,False
S0006621,U005461,Mobile,3.99,Annual,2023-01-13,2023-11-30,Cancelled,True,Price too high,False
S0006622,U005461,Basic,6.99,Monthly,2023-12-11,2024-09-05,Cancelled,True,Price too high,False
S0006623,U005461,Basic,6.99,Monthly,2024-09-30,2025-04-04,Cancelled,True,Low usage,False
S0006624,U005462,Basic,6.99,Monthly,2025-05-22,2025-08-26,Cancelled,True,Temporary pause,False
S0006625,U005463,Basic,6.99,Monthly,2024-11-29,2025-04-06,Cancelled,False,Temporary pause,True
S0006626,U005463,Mobile,3.99,Monthly,2025-08-21,2025-12-07,Cancelled,True,Other,False
S0006627,U005463,Mobile,3.99,Monthly,2026-01-28,2026-06-30,Active,True,,False
S0006628,U005464,Standard,15.49,Monthly,2025-09-27,2026-06-30,Cancelled,False,Low usage,False
S0006629,U005465,Basic,6.99,Monthly,2025-12-25,2026-03-15,Cancelled,True,Low usage,False
S0006630,U005466,Mobile,3.99,Monthly,2024-02-07,2025-02-09,Cancelled,True,Temporary pause,False
S0006631,U005466,Mobile,3.99,Annual,2025-03-03,2025-07-11,Cancelled,True,Price too high,False
S0006632,U005466,Standard,15.49,Monthly,2025-07-27,2026-03-19,Cancelled,True,Found alternative,False
S0006633,U005467,Premium,22.99,Monthly,2025-01-05,2026-06-30,Active,True,,False
S0006634,U005468,Mobile,3.99,Monthly,2026-05-22,2026-06-30,Cancelled,True,Low usage,False
S0006635,U005469,Basic,6.99,Monthly,2024-10-06,2025-03-08,Cancelled,True,Not enough content,False
S0006636,U005470,Standard,15.49,Monthly,2025-06-02,2026-06-30,Active,False,,False
S0006637,U005471,Premium,22.99,Monthly,2023-09-05,2025-03-22,Cancelled,True,Not enough content,False
S0006638,U005471,Standard,15.49,Monthly,2025-05-05,2025-07-28,Cancelled,True,Technical issues,False
S0006639,U005471,Standard,15.49,Monthly,2025-08-17,2026-06-30,Active,True,,False
S0006640,U005472,Basic,6.99,Monthly,2025-07-30,2026-06-30,Active,True,,True
S0006641,U005473,Mobile,3.99,Monthly,2025-07-24,2025-09-03,Cancelled,True,Price too high,False
S0006642,U005474,Premium,22.99,Monthly,2026-05-19,2026-06-30,Active,True,,False
S0006643,U005475,Standard,15.49,Monthly,2026-04-11,2026-06-30,Active,True,,False
S0006644,U005476,Basic,6.99,Monthly,2023-08-12,2024-03-05,Cancelled,True,Low usage,True
S0006645,U005477,Basic,6.99,Monthly,2025-06-16,2025-12-01,Cancelled,True,Price too high,True
S0006646,U005478,Basic,6.99,Monthly,2026-06-15,2026-06-30,Active,True,,True
S0006647,U005479,Mobile,3.99,Monthly,2025-04-13,2025-07-30,Cancelled,True,Temporary pause,False
S0006648,U005480,Standard,15.49,Monthly,2026-05-22,2026-06-22,Cancelled,True,Not enough content,True
S0006649,U005481,Standard,15.49,Annual,2026-03-20,2026-06-24,Cancelled,True,Price too high,False
S0006650,U005482,Premium,22.99,Monthly,2024-03-01,2025-09-05,Cancelled,True,Low usage,False
S0006651,U005483,Basic,6.99,Monthly,2023-09-18,2024-12-05,Cancelled,True,Other,False
S0006652,U005484,Standard,15.49,Monthly,2025-11-28,2026-03-10,Cancelled,True,Price too high,False
S0006653,U005485,Standard,15.49,Monthly,2024-10-24,2025-06-15,Cancelled,True,Technical issues,False
S0006654,U005486,Standard,15.49,Monthly,2023-01-04,2023-02-20,Cancelled,True,Low usage,True
S0006655,U005487,Basic,6.99,Monthly,2025-06-18,2025-08-01,Cancelled,True,Low usage,False
S0006656,U005488,Standard,15.49,Monthly,2025-12-26,2026-06-30,Active,True,,False
S0006657,U005489,Standard,15.49,Monthly,2024-12-09,2025-01-17,Cancelled,True,Temporary pause,False
S0006658,U005489,Standard,15.49,Monthly,2025-01-27,2025-03-31,Cancelled,False,Low usage,False
S0006659,U005490,Basic,6.99,Monthly,2025-01-23,2025-06-05,Cancelled,False,Price too high,False
S0006660,U005491,Standard,15.49,Monthly,2026-05-24,2026-06-30,Active,True,,False
S0006661,U005492,Basic,6.99,Monthly,2026-05-13,2026-06-12,Cancelled,True,Low usage,True
S0006662,U005493,Standard,15.49,Monthly,2024-06-21,2025-02-23,Cancelled,False,Price too high,True
S0006663,U005494,Premium,22.99,Monthly,2024-02-28,2024-05-21,Cancelled,True,Other,False
S0006664,U005494,Mobile,3.99,Annual,2024-05-29,2026-05-02,Cancelled,False,Price too high,False
S0006665,U005495,Premium,22.99,Monthly,2024-12-03,2025-02-05,Cancelled,True,Price too high,True
S0006666,U005495,Standard,15.49,Annual,2025-02-27,2026-03-23,Cancelled,True,Not enough content,False
S0006667,U005496,Basic,6.99,Monthly,2024-06-24,2025-02-10,Cancelled,True,Found alternative,True
S0006668,U005497,Premium,22.99,Monthly,2023-12-22,2024-08-30,Cancelled,True,Price too high,False
S0006669,U005498,Standard,15.49,Monthly,2025-03-02,2025-06-07,Cancelled,False,Found alternative,False
S0006670,U005498,Mobile,3.99,Annual,2025-06-15,2026-06-30,Active,True,,False
S0006671,U005499,Basic,6.99,Annual,2026-03-18,2026-05-08,Cancelled,False,Price too high,False
S0006672,U005500,Standard,15.49,Monthly,2025-03-01,2025-06-30,Cancelled,True,Found alternative,True
S0006673,U005501,Basic,6.99,Annual,2025-07-26,2025-12-30,Cancelled,True,Price too high,False
S0006674,U005502,Mobile,3.99,Monthly,2025-02-23,2025-06-30,Cancelled,True,Technical issues,False
S0006675,U005503,Premium,22.99,Monthly,2024-10-10,2025-01-12,Cancelled,True,Not enough content,False
S0006676,U005504,Premium,22.99,Monthly,2025-02-04,2025-08-12,Cancelled,True,Low usage,True
S0006677,U005505,Standard,15.49,Monthly,2025-08-04,2026-06-30,Active,True,,True
S0006678,U005506,Premium,22.99,Monthly,2024-09-18,2026-06-30,Active,False,,False
S0006679,U005507,Mobile,3.99,Monthly,2026-04-23,2026-06-05,Cancelled,True,Technical issues,False
S0006680,U005508,Mobile,3.99,Monthly,2026-06-27,2026-06-30,Active,True,,False
S0006681,U005509,Premium,22.99,Annual,2023-08-02,2024-10-19,Cancelled,True,Price too high,True
S0006682,U005509,Premium,22.99,Monthly,2024-12-07,2025-04-06,Cancelled,True,Found alternative,False
S0006683,U005510,Basic,6.99,Monthly,2025-08-18,2025-11-09,Cancelled,True,Found alternative,True
S0006684,U005511,Basic,6.99,Monthly,2025-07-11,2025-09-01,Cancelled,True,Found alternative,False
S0006685,U005512,Standard,15.49,Monthly,2026-02-27,2026-06-30,Active,True,,False
S0006686,U005513,Standard,15.49,Annual,2026-05-20,2026-06-30,Active,False,,True
S0006687,U005514,Standard,15.49,Monthly,2025-12-19,2026-05-19,Cancelled,False,Low usage,False
S0006688,U005515,Standard,15.49,Annual,2026-05-24,2026-06-30,Cancelled,True,Price too high,False
S0006689,U005516,Premium,22.99,Monthly,2024-07-22,2024-09-21,Cancelled,True,Price too high,False
S0006690,U005517,Premium,22.99,Monthly,2026-01-02,2026-06-30,Active,True,,False
S0006691,U005518,Basic,6.99,Monthly,2025-12-24,2026-05-10,Cancelled,True,Price too high,False
S0006692,U005519,Mobile,3.99,Monthly,2026-04-04,2026-06-30,Cancelled,True,Not enough content,True
S0006693,U005520,Standard,15.49,Monthly,2025-08-15,2025-11-17,Cancelled,True,Found alternative,False
S0006694,U005520,Standard,15.49,Monthly,2025-12-25,2026-06-30,Cancelled,True,Found alternative,False
S0006695,U005521,Premium,22.99,Monthly,2024-01-10,2024-03-17,Cancelled,True,Price too high,True
S0006696,U005522,Standard,15.49,Annual,2022-03-01,2022-08-12,Cancelled,True,Price too high,False
S0006697,U005523,Mobile,3.99,Annual,2025-03-26,2026-02-15,Cancelled,True,Temporary pause,False
S0006698,U005524,Standard,15.49,Monthly,2024-03-10,2025-03-20,Cancelled,True,Technical issues,False
S0006699,U005524,Standard,15.49,Annual,2025-03-31,2025-10-17,Cancelled,True,Low usage,False
S0006700,U005524,Mobile,3.99,Monthly,2025-11-14,2026-06-16,Cancelled,True,Price too high,False
S0006701,U005525,Standard,15.49,Annual,2026-06-01,2026-06-30,Cancelled,True,Low usage,True
S0006702,U005526,Standard,15.49,Monthly,2024-09-16,2025-02-01,Cancelled,True,Price too high,True
S0006703,U005527,Standard,15.49,Monthly,2025-01-15,2026-06-30,Active,True,,False
S0006704,U005528,Premium,22.99,Monthly,2026-02-17,2026-05-28,Cancelled,True,Technical issues,False
S0006705,U005529,Standard,15.49,Annual,2023-05-05,2026-06-30,Active,True,,True
S0006706,U005530,Basic,6.99,Monthly,2026-06-12,2026-06-30,Active,False,,True
S0006707,U005531,Premium,22.99,Monthly,2025-06-04,2026-06-30,Cancelled,True,Other,False
S0006708,U005532,Standard,15.49,Monthly,2024-03-02,2026-03-11,Cancelled,True,Low usage,True
S0006709,U005533,Standard,15.49,Monthly,2023-01-14,2023-11-12,Cancelled,False,Technical issues,True
S0006710,U005534,Standard,15.49,Monthly,2026-04-08,2026-06-30,Cancelled,False,Other,False
S0006711,U005535,Standard,15.49,Monthly,2026-02-05,2026-04-25,Cancelled,True,Temporary pause,False
S0006712,U005536,Standard,15.49,Monthly,2025-12-13,2026-03-17,Cancelled,False,Low usage,True
S0006713,U005536,Premium,22.99,Annual,2026-04-10,2026-06-30,Active,True,,False
S0006714,U005537,Standard,15.49,Monthly,2024-02-13,2025-03-27,Cancelled,True,Low usage,True
S0006715,U005538,Mobile,3.99,Monthly,2025-01-14,2025-10-05,Cancelled,True,Not enough content,True
S0006716,U005539,Premium,22.99,Monthly,2023-11-07,2023-12-17,Cancelled,True,Price too high,False
S0006717,U005539,Standard,15.49,Monthly,2024-01-01,2026-06-23,Cancelled,True,Price too high,False
S0006718,U005540,Standard,15.49,Monthly,2024-12-22,2026-05-12,Cancelled,True,Not enough content,True
S0006719,U005541,Basic,6.99,Annual,2024-06-12,2025-03-20,Cancelled,True,Low usage,False
S0006720,U005542,Standard,15.49,Monthly,2025-11-21,2026-06-30,Active,True,,False
S0006721,U005543,Basic,6.99,Monthly,2024-08-01,2026-06-30,Active,True,,False
S0006722,U005544,Premium,22.99,Monthly,2025-07-01,2026-03-31,Cancelled,True,Not enough content,False
S0006723,U005545,Mobile,3.99,Monthly,2025-07-25,2026-06-30,Active,True,,True
S0006724,U005546,Standard,15.49,Monthly,2026-06-07,2026-06-30,Cancelled,True,Found alternative,True
S0006725,U005547,Basic,6.99,Monthly,2026-01-05,2026-06-26,Cancelled,False,Price too high,False
S0006726,U005548,Mobile,3.99,Monthly,2025-07-13,2025-08-19,Cancelled,True,Not enough content,False
S0006727,U005549,Standard,15.49,Monthly,2024-03-25,2024-10-27,Cancelled,True,Found alternative,True
S0006728,U005550,Premium,22.99,Monthly,2023-05-22,2023-10-02,Cancelled,False,Price too high,False
S0006729,U005551,Basic,6.99,Monthly,2025-12-21,2026-06-30,Active,False,,False
S0006730,U005552,Standard,15.49,Monthly,2024-10-28,2025-06-29,Cancelled,True,Not enough content,True
S0006731,U005553,Basic,6.99,Monthly,2024-08-10,2025-10-05,Cancelled,True,Low usage,False
S0006732,U005553,Standard,15.49,Annual,2026-01-01,2026-02-20,Cancelled,True,Temporary pause,False
S0006733,U005554,Mobile,3.99,Monthly,2025-06-15,2026-01-09,Cancelled,True,Price too high,False
S0006734,U005555,Standard,15.49,Monthly,2023-06-23,2025-10-20,Cancelled,True,Low usage,False
S0006735,U005555,Basic,6.99,Annual,2025-11-13,2026-06-30,Active,True,,False
S0006736,U005556,Standard,15.49,Monthly,2025-03-26,2025-07-09,Cancelled,False,Price too high,True
S0006737,U005557,Basic,6.99,Monthly,2026-05-31,2026-06-30,Cancelled,True,Not enough content,True
S0006738,U005558,Standard,15.49,Monthly,2024-09-03,2025-05-18,Cancelled,True,Low usage,False
S0006739,U005559,Mobile,3.99,Monthly,2024-11-02,2025-03-21,Cancelled,True,Found alternative,False
S0006740,U005559,Basic,6.99,Monthly,2025-03-29,2026-06-30,Active,True,,False
S0006741,U005560,Standard,15.49,Monthly,2025-02-13,2026-06-30,Active,True,,True
S0006742,U005561,Premium,22.99,Monthly,2025-02-27,2025-04-08,Cancelled,True,Not enough content,True
S0006743,U005562,Premium,22.99,Monthly,2026-05-14,2026-06-30,Cancelled,True,Technical issues,True
S0006744,U005563,Standard,15.49,Monthly,2024-10-14,2025-01-04,Cancelled,False,Temporary pause,False
S0006745,U005564,Basic,6.99,Monthly,2026-02-09,2026-04-17,Cancelled,True,Temporary pause,False
S0006746,U005565,Mobile,3.99,Monthly,2025-01-03,2025-08-13,Cancelled,True,Found alternative,False
S0006747,U005566,Premium,22.99,Monthly,2025-06-26,2026-04-03,Cancelled,True,Not enough content,False
S0006748,U005567,Premium,22.99,Annual,2025-08-04,2025-11-12,Cancelled,True,Price too high,False
S0006749,U005568,Standard,15.49,Monthly,2024-11-23,2025-04-23,Cancelled,True,Low usage,False
S0006750,U005568,Standard,15.49,Monthly,2025-06-08,2025-10-16,Cancelled,True,Found alternative,False
S0006751,U005568,Standard,15.49,Monthly,2025-11-30,2026-06-30,Active,True,,False
S0006752,U005569,Standard,15.49,Annual,2025-08-18,2026-06-30,Active,True,,False
S0006753,U005570,Basic,6.99,Monthly,2024-02-14,2024-11-14,Cancelled,True,Not enough content,False
S0006754,U005571,Basic,6.99,Monthly,2026-03-12,2026-06-30,Active,False,,False
S0006755,U005572,Premium,22.99,Monthly,2026-06-11,2026-06-30,Active,True,,False
S0006756,U005573,Standard,15.49,Monthly,2025-11-11,2026-06-30,Cancelled,True,Not enough content,False
S0006757,U005574,Standard,15.49,Annual,2024-09-18,2024-11-11,Cancelled,False,Not enough content,False
S0006758,U005574,Premium,22.99,Monthly,2025-01-04,2025-02-05,Cancelled,False,Technical issues,False
S0006759,U005575,Mobile,3.99,Monthly,2025-03-02,2025-05-06,Cancelled,True,Price too high,False
S0006760,U005576,Standard,15.49,Monthly,2022-12-26,2023-12-14,Cancelled,True,Low usage,False
S0006761,U005577,Basic,6.99,Monthly,2024-05-31,2025-02-21,Cancelled,False,Low usage,True
S0006762,U005578,Premium,22.99,Monthly,2025-03-17,2026-06-30,Active,True,,True
S0006763,U005579,Premium,22.99,Monthly,2025-07-02,2026-06-25,Cancelled,True,Low usage,False
S0006764,U005580,Basic,6.99,Monthly,2025-08-05,2026-04-23,Cancelled,False,Low usage,True
S0006765,U005581,Premium,22.99,Monthly,2025-10-19,2026-04-02,Cancelled,True,Not enough content,False
S0006766,U005582,Basic,6.99,Monthly,2023-07-31,2023-10-01,Cancelled,True,Not enough content,False
S0006767,U005583,Premium,22.99,Monthly,2026-01-11,2026-05-06,Cancelled,True,Temporary pause,False
S0006768,U005583,Mobile,3.99,Monthly,2026-06-11,2026-06-30,Active,True,,False
S0006769,U005584,Basic,6.99,Monthly,2024-09-18,2025-02-02,Cancelled,True,Price too high,False
S0006770,U005585,Standard,15.49,Monthly,2025-11-11,2026-06-07,Cancelled,True,Price too high,False
S0006771,U005586,Premium,22.99,Monthly,2024-12-22,2025-06-16,Cancelled,True,Price too high,False
S0006772,U005586,Premium,22.99,Monthly,2025-07-04,2025-08-16,Cancelled,True,Not enough content,False
S0006773,U005587,Mobile,3.99,Monthly,2025-04-09,2026-06-30,Cancelled,True,Not enough content,False
S0006774,U005588,Basic,6.99,Monthly,2026-04-01,2026-06-30,Active,True,,False
S0006775,U005589,Standard,15.49,Annual,2025-09-19,2026-04-03,Cancelled,False,Low usage,True
S0006776,U005589,Mobile,3.99,Monthly,2026-04-08,2026-06-30,Cancelled,True,Low usage,False
S0006777,U005590,Standard,15.49,Monthly,2025-01-21,2025-05-29,Cancelled,False,Not enough content,False
