episode_id,content_id,season_number,episode_number,duration_minutes,release_date
E008655,C00650,3,6,72,2015-06-27
E008656,C00650,3,7,72,2015-08-19
E008657,C00650,3,8,47,2015-06-21
E008658,C00650,3,9,46,2015-02-25
E008659,C00650,3,10,49,2015-04-22
E008660,C00650,4,1,36,2015-10-02
E008661,C00650,4,2,57,2015-02-24
E008662,C00650,4,3,61,2015-11-07
E008663,C00650,4,4,41,2015-08-28
E008664,C00650,4,5,48,2015-02-22
E008665,C00650,4,6,36,2015-07-07
E008666,C00653,1,1,42,2015-10-30
E008667,C00653,1,2,49,2015-11-01
E008668,C00653,1,3,69,2015-09-23
E008669,C00653,1,4,38,2015-05-23
E008670,C00653,1,5,45,2015-02-22
E008671,C00653,1,6,34,2015-02-23
E008672,C00653,1,7,49,2015-05-04
E008673,C00653,1,8,53,2015-07-17
E008674,C00653,2,1,47,2015-06-20
E008675,C00653,2,2,26,2015-10-22
E008676,C00653,2,3,51,2015-10-04
E008677,C00653,2,4,28,2015-08-11
E008678,C00653,2,5,47,2015-09-16
E008679,C00653,2,6,31,2015-03-23
E008680,C00653,2,7,70,2015-03-10
E008681,C00653,2,8,40,2015-02-05
E008682,C00653,2,9,51,2015-03-31
E008683,C00653,2,10,58,2015-03-29
E008684,C00653,3,1,30,2015-07-01
E008685,C00653,3,2,42,2015-01-15
E008686,C00653,3,3,58,2015-08-04
E008687,C00653,3,4,46,2015-06-25
E008688,C00653,3,5,18,2015-10-27
E008689,C00653,3,6,59,2015-08-14
E008690,C00653,3,7,51,2015-06-15
E008691,C00653,3,8,37,2015-07-06
E008692,C00653,3,9,44,2015-04-14
E008693,C00653,3,10,18,2015-07-18
E008694,C00654,1,1,64,2016-07-07
E008695,C00654,1,2,39,2016-03-25
E008696,C00654,1,3,31,2016-10-24
E008697,C00654,1,4,56,2016-01-20
E008698,C00654,1,5,54,2016-09-15
E008699,C00654,1,6,53,2016-10-16
E008700,C00654,1,7,51,2016-02-16
E008701,C00654,1,8,41,2016-01-14
E008702,C00658,1,1,55,2025-06-01
E008703,C00658,1,2,63,2025-07-26
E008704,C00658,1,3,47,2025-08-14
E008705,C00658,1,4,18,2025-01-11
E008706,C00658,1,5,23,2025-09-28
E008707,C00658,1,6,42,2025-02-23
E008708,C00658,1,7,57,2025-02-18
E008709,C00658,1,8,41,2025-08-24
E008710,C00658,1,9,44,2025-11-04
E008711,C00658,1,10,31,2025-03-05
E008712,C00658,2,1,33,2025-10-03
E008713,C00658,2,2,18,2025-06-09
E008714,C00658,2,3,38,2025-09-21
E008715,C00658,2,4,40,2025-03-16
E008716,C00658,2,5,32,2025-04-01
E008717,C00658,2,6,56,2025-09-04
E008718,C00658,2,7,28,2025-08-23
E008719,C00658,2,8,42,2025-06-14
E008720,C00658,2,9,53,2025-10-05
E008721,C00658,3,1,21,2025-04-28
E008722,C00658,3,2,53,2025-04-27
E008723,C00658,3,3,49,2025-10-12
E008724,C00658,3,4,60,2025-02-03
E008725,C00658,3,5,56,2025-03-27
E008726,C00658,3,6,39,2025-07-10
E008727,C00658,3,7,38,2025-02-20
E008728,C00658,3,8,53,2025-10-22
E008729,C00658,3,9,51,2025-09-25
E008730,C00658,3,10,55,2025-01-02
E008731,C00663,1,1,45,2018-10-16
E008732,C00663,1,2,39,2018-11-14
E008733,C00663,1,3,40,2018-01-30
E008734,C00663,1,4,48,2018-01-31
E008735,C00663,1,5,47,2018-09-05
E008736,C00663,1,6,47,2018-06-17
E008737,C00666,1,1,29,2025-01-02
E008738,C00666,1,2,58,2025-05-19
E008739,C00666,1,3,41,2025-08-26
E008740,C00666,1,4,36,2025-02-15
E008741,C00666,1,5,44,2025-06-17
E008742,C00666,1,6,62,2025-05-05
E008743,C00666,1,7,51,2025-09-19
E008744,C00666,1,8,27,2025-05-19
E008745,C00666,1,9,36,2025-01-21
E008746,C00666,1,10,43,2025-10-11
E008747,C00666,1,11,56,2025-03-22
E008748,C00666,2,1,43,2025-07-28
E008749,C00666,2,2,40,2025-04-01
E008750,C00666,2,3,63,2025-05-18
E008751,C00666,2,4,32,2025-06-13
E008752,C00666,2,5,46,2025-08-04
E008753,C00666,2,6,31,2025-04-21
E008754,C00666,2,7,49,2025-02-25
E008755,C00666,2,8,46,2025-10-28
E008756,C00666,2,9,27,2025-05-11
E008757,C00666,2,10,34,2025-10-08
E008758,C00666,3,1,43,2025-05-21
E008759,C00666,3,2,56,2025-05-25
E008760,C00666,3,3,55,2025-04-27
E008761,C00666,3,4,39,2025-10-12
E008762,C00666,3,5,36,2025-01-08
E008763,C00666,3,6,58,2025-09-15
E008764,C00666,3,7,46,2025-05-03
E008765,C00666,3,8,50,2025-05-27
E008766,C00666,3,9,55,2025-04-20
E008767,C00666,4,1,63,2025-05-22
E008768,C00666,4,2,47,2025-06-16
E008769,C00666,4,3,35,2025-10-31
E008770,C00666,4,4,49,2025-09-09
E008771,C00666,4,5,51,2025-09-14
E008772,C00666,4,6,35,2025-11-01
E008773,C00666,4,7,31,2025-04-01
E008774,C00666,4,8,29,2025-03-28
E008775,C00667,1,1,55,2023-09-08
E008776,C00667,1,2,58,2023-11-20
E008777,C00667,1,3,64,2023-09-28
E008778,C00667,1,4,31,2023-05-22
E008779,C00667,1,5,29,2023-11-19
E008780,C00667,1,6,58,2023-09-22
E008781,C00667,1,7,38,2023-01-09
E008782,C00667,1,8,61,2023-06-07
E008783,C00667,2,1,48,2023-02-06
E008784,C00667,2,2,45,2023-06-29
E008785,C00667,2,3,48,2023-05-24
E008786,C00667,2,4,18,2023-04-03
E008787,C00667,2,5,42,2023-04-24
E008788,C00667,2,6,49,2023-02-09
E008789,C00667,2,7,41,2023-01-31
E008790,C00667,2,8,34,2023-03-06
E008791,C00667,3,1,38,2023-08-04
E008792,C00667,3,2,40,2023-10-17
E008793,C00667,3,3,66,2023-11-15
E008794,C00667,3,4,52,2023-04-10
E008795,C00667,3,5,63,2023-01-11
E008796,C00667,3,6,48,2023-05-20
E008797,C00667,3,7,64,2023-11-07
E008798,C00667,3,8,58,2023-08-08
E008799,C00667,3,9,42,2023-02-21
E008800,C00667,3,10,49,2023-01-14
E008801,C00667,3,11,24,2023-07-14
E008802,C00667,3,12,61,2023-02-18
E008803,C00668,1,1,55,2016-02-09
E008804,C00668,1,2,41,2016-05-19
E008805,C00668,1,3,44,2016-08-19
E008806,C00668,1,4,48,2016-07-01
E008807,C00668,1,5,39,2016-07-01
E008808,C00668,1,6,32,2016-02-23
E008809,C00668,2,1,44,2016-11-16
E008810,C00668,2,2,31,2016-03-11
E008811,C00668,2,3,50,2016-11-03
E008812,C00668,2,4,40,2016-10-21
E008813,C00668,2,5,40,2016-04-27
E008814,C00668,2,6,43,2016-03-26
E008815,C00668,2,7,44,2016-10-22
E008816,C00668,3,1,48,2016-05-28
E008817,C00668,3,2,57,2016-08-25
E008818,C00668,3,3,38,2016-07-25
E008819,C00668,3,4,38,2016-02-09
E008820,C00668,3,5,40,2016-04-08
E008821,C00668,3,6,27,2016-11-20
E008822,C00668,3,7,29,2016-08-30
E008823,C00668,3,8,53,2016-10-07
E008824,C00668,3,9,35,2016-09-30
E008825,C00669,1,1,41,2025-03-23
E008826,C00669,1,2,32,2025-03-13
E008827,C00669,1,3,63,2025-09-29
E008828,C00669,1,4,61,2025-09-02
E008829,C00669,1,5,45,2025-09-23
E008830,C00669,1,6,32,2025-04-07
E008831,C00669,1,7,53,2025-05-02
E008832,C00669,2,1,33,2025-05-26
E008833,C00669,2,2,47,2025-10-12
E008834,C00669,2,3,39,2025-10-10
E008835,C00669,2,4,24,2025-03-05
E008836,C00669,2,5,19,2025-03-23
E008837,C00669,2,6,45,2025-05-23
E008838,C00669,2,7,43,2025-04-05
E008839,C00669,2,8,40,2025-06-24
E008840,C00669,2,9,18,2025-06-19
E008841,C00669,2,10,46,2025-07-28
E008842,C00669,2,11,49,2025-01-30
E008843,C00670,1,1,46,2021-08-05
E008844,C00670,1,2,24,2021-04-11
E008845,C00670,1,3,18,2021-11-17
E008846,C00670,1,4,48,2021-07-17
E008847,C00670,1,5,46,2021-03-13
E008848,C00670,1,6,36,2021-08-03
E008849,C00670,1,7,47,2021-01-12
E008850,C00670,1,8,23,2021-01-25
E008851,C00670,1,9,37,2021-10-06
E008852,C00670,1,10,48,2021-07-10
E008853,C00670,1,11,39,2021-06-23
E008854,C00670,2,1,37,2021-03-02
E008855,C00670,2,2,44,2021-09-10
E008856,C00670,2,3,39,2021-08-14
E008857,C00670,2,4,50,2021-03-20
E008858,C00670,2,5,29,2021-03-09
E008859,C00670,2,6,49,2021-04-21
E008860,C00671,1,1,26,2024-11-04
E008861,C00671,1,2,68,2024-02-07
E008862,C00671,1,3,49,2024-01-01
E008863,C00671,1,4,56,2024-03-14
E008864,C00671,1,5,49,2024-04-16
E008865,C00671,1,6,50,2024-11-12
E008866,C00671,1,7,54,2024-10-27
E008867,C00671,1,8,61,2024-07-03
E008868,C00671,1,9,52,2024-07-27
E008869,C00671,1,10,58,2024-06-29
E008870,C00671,1,11,54,2024-09-13
E008871,C00671,1,12,61,2024-04-06
E008872,C00671,2,1,44,2024-04-22
E008873,C00671,2,2,52,2024-11-01
E008874,C00671,2,3,54,2024-04-13
E008875,C00671,2,4,47,2024-06-21
E008876,C00671,2,5,38,2024-06-29
E008877,C00671,2,6,50,2024-04-27
E008878,C00671,2,7,18,2024-11-02
E008879,C00671,2,8,32,2024-09-30
E008880,C00671,2,9,43,2024-03-20
E008881,C00671,2,10,41,2024-07-25
E008882,C00671,2,11,39,2024-06-27
E008883,C00671,3,1,66,2024-05-29
E008884,C00671,3,2,46,2024-10-05
E008885,C00671,3,3,44,2024-11-23
E008886,C00671,3,4,54,2024-11-09
E008887,C00671,3,5,52,2024-09-25
E008888,C00671,3,6,44,2024-11-19
E008889,C00671,3,7,44,2024-04-23
E008890,C00672,1,1,62,2018-09-11
E008891,C00672,1,2,35,2018-04-09
E008892,C00672,1,3,58,2018-03-21
E008893,C00672,1,4,75,2018-03-28
E008894,C00672,1,5,29,2018-01-11
E008895,C00672,1,6,40,2018-10-15
E008896,C00672,1,7,58,2018-02-24
E008897,C00672,1,8,50,2018-08-24
E008898,C00672,1,9,35,2018-07-06
E008899,C00672,1,10,33,2018-08-06
E008900,C00672,1,11,60,2018-10-21
E008901,C00672,2,1,30,2018-01-07
E008902,C00672,2,2,47,2018-06-26
E008903,C00672,2,3,42,2018-03-02
E008904,C00672,2,4,56,2018-04-23
E008905,C00672,2,5,53,2018-06-04
E008906,C00672,2,6,43,2018-10-31
E008907,C00672,3,1,64,2018-06-03
E008908,C00672,3,2,41,2018-09-07
E008909,C00672,3,3,55,2018-04-24
E008910,C00672,3,4,47,2018-06-13
E008911,C00672,3,5,36,2018-08-16
E008912,C00672,3,6,52,2018-09-04
E008913,C00672,3,7,42,2018-01-22
E008914,C00672,3,8,41,2018-09-04
E008915,C00672,3,9,52,2018-09-13
E008916,C00673,1,1,53,2024-11-16
E008917,C00673,1,2,60,2024-09-01
E008918,C00673,1,3,47,2024-09-10
E008919,C00673,1,4,38,2024-11-01
E008920,C00673,1,5,33,2024-08-27
E008921,C00673,1,6,29,2024-10-01
E008922,C00673,1,7,24,2024-10-10
E008923,C00673,1,8,38,2024-10-21
E008924,C00675,1,1,56,2019-06-23
E008925,C00675,1,2,23,2019-03-07
E008926,C00675,1,3,34,2019-10-27
E008927,C00675,1,4,31,2019-11-11
E008928,C00675,1,5,45,2019-04-25
E008929,C00675,1,6,54,2019-10-10
E008930,C00675,2,1,50,2019-01-25
E008931,C00675,2,2,56,2019-03-23
E008932,C00675,2,3,44,2019-10-28
E008933,C00675,2,4,54,2019-11-07
E008934,C00675,2,5,52,2019-02-19
E008935,C00675,2,6,39,2019-05-23
E008936,C00675,2,7,52,2019-11-21
E008937,C00675,2,8,74,2019-03-26
E008938,C00675,2,9,47,2019-06-12
E008939,C00675,2,10,25,2019-08-23
E008940,C00675,2,11,54,2019-02-12
E008941,C00676,1,1,45,2025-04-11
E008942,C00676,1,2,34,2025-10-23
E008943,C00676,1,3,29,2025-07-26
E008944,C00676,1,4,45,2025-03-06
E008945,C00676,1,5,31,2025-07-29
E008946,C00676,1,6,60,2025-01-19
E008947,C00676,1,7,72,2025-02-21
E008948,C00676,1,8,31,2025-03-09
E008949,C00676,1,9,53,2025-08-09
E008950,C00676,1,10,33,2025-03-20
E008951,C00676,1,11,52,2025-08-18
E008952,C00676,2,1,55,2025-10-07
E008953,C00676,2,2,42,2025-06-12
E008954,C00676,2,3,48,2025-05-16
E008955,C00676,2,4,63,2025-09-21
E008956,C00676,2,5,48,2025-09-28
E008957,C00676,2,6,40,2025-03-13
E008958,C00676,2,7,44,2025-04-22
E008959,C00676,2,8,56,2025-02-03
E008960,C00676,2,9,48,2025-05-11
E008961,C00676,2,10,32,2025-02-21
E008962,C00676,3,1,59,2025-10-16
E008963,C00676,3,2,39,2025-05-01
E008964,C00676,3,3,41,2025-02-10
E008965,C00676,3,4,32,2025-09-03
E008966,C00676,3,5,57,2025-10-19
E008967,C00676,3,6,56,2025-05-03
E008968,C00677,1,1,39,2019-02-04
E008969,C00677,1,2,50,2019-11-09
E008970,C00677,1,3,45,2019-06-07
E008971,C00677,1,4,52,2019-11-18
E008972,C00677,1,5,35,2019-02-01
E008973,C00677,1,6,82,2019-08-19
E008974,C00677,1,7,64,2019-08-26
E008975,C00678,1,1,29,2023-05-06
E008976,C00678,1,2,34,2023-10-04
E008977,C00678,1,3,43,2023-04-17
E008978,C00678,1,4,26,2023-08-04
E008979,C00678,1,5,32,2023-06-10
E008980,C00678,1,6,34,2023-09-16
E008981,C00678,1,7,33,2023-04-16
E008982,C00678,1,8,38,2023-08-02
E008983,C00680,1,1,46,2019-04-13
E008984,C00680,1,2,30,2019-05-01
E008985,C00680,1,3,51,2019-04-26
E008986,C00680,1,4,57,2019-02-28
E008987,C00680,1,5,51,2019-02-26
E008988,C00680,1,6,39,2019-08-28
E008989,C00680,1,7,47,2019-08-10
E008990,C00681,1,1,46,2024-07-14
E008991,C00681,1,2,39,2024-05-21
E008992,C00681,1,3,18,2024-01-21
E008993,C00681,1,4,45,2024-08-30
E008994,C00681,1,5,47,2024-06-19
E008995,C00681,1,6,42,2024-03-03
E008996,C00681,1,7,43,2024-09-21
E008997,C00681,1,8,48,2024-09-23
E008998,C00681,1,9,50,2024-06-01
E008999,C00681,2,1,43,2024-04-15
E009000,C00681,2,2,30,2024-09-27
E009001,C00681,2,3,48,2024-08-03
E009002,C00681,2,4,39,2024-09-29
E009003,C00681,2,5,24,2024-03-05
E009004,C00681,2,6,63,2024-10-16
E009005,C00681,2,7,40,2024-01-17
E009006,C00681,2,8,33,2024-01-13
E009007,C00681,2,9,63,2024-08-30
E009008,C00681,2,10,18,2024-01-07
E009009,C00681,3,1,43,2024-04-24
E009010,C00681,3,2,32,2024-10-08
E009011,C00681,3,3,52,2024-02-14
E009012,C00681,3,4,28,2024-10-22
E009013,C00681,3,5,52,2024-09-03
E009014,C00681,3,6,56,2024-03-08
E009015,C00681,3,7,49,2024-07-23
E009016,C00681,3,8,53,2024-10-29
E009017,C00681,3,9,53,2024-07-15
E009018,C00681,3,10,35,2024-07-07
E009019,C00681,3,11,24,2024-02-22
E009020,C00681,3,12,32,2024-01-13
E009021,C00682,1,1,33,2026-04-19
E009022,C00682,1,2,36,2026-06-25
E009023,C00682,1,3,47,2026-02-17
E009024,C00682,1,4,40,2026-08-31
E009025,C00682,1,5,50,2026-02-24
E009026,C00682,1,6,39,2026-10-26
E009027,C00682,2,1,41,2026-03-05
E009028,C00682,2,2,41,2026-11-09
E009029,C00682,2,3,51,2026-03-18
E009030,C00682,2,4,73,2026-08-13
E009031,C00682,2,5,50,2026-03-16
E009032,C00682,2,6,31,2026-01-20
E009033,C00682,2,7,42,2026-10-16
E009034,C00682,2,8,27,2026-09-07
E009035,C00682,2,9,52,2026-10-26
E009036,C00682,2,10,50,2026-02-08
E009037,C00682,2,11,57,2026-08-22
E009038,C00682,2,12,31,2026-01-18
E009039,C00682,3,1,48,2026-11-04
E009040,C00682,3,2,18,2026-04-29
E009041,C00682,3,3,39,2026-10-24
E009042,C00682,3,4,55,2026-10-06
E009043,C00682,3,5,63,2026-03-22
E009044,C00682,3,6,53,2026-08-18
E009045,C00682,3,7,55,2026-11-06
E009046,C00682,4,1,33,2026-01-19
E009047,C00682,4,2,52,2026-10-06
E009048,C00682,4,3,31,2026-07-20
E009049,C00682,4,4,58,2026-10-05
E009050,C00682,4,5,46,2026-02-07
E009051,C00682,4,6,51,2026-08-11
E009052,C00682,4,7,67,2026-08-08
E009053,C00682,4,8,48,2026-02-28
E009054,C00683,1,1,40,2016-11-05
E009055,C00683,1,2,49,2016-01-31
E009056,C00683,1,3,41,2016-08-20
E009057,C00683,1,4,48,2016-02-07
E009058,C00683,1,5,40,2016-06-24
E009059,C00683,1,6,47,2016-02-08
E009060,C00684,1,1,51,2025-10-27
E009061,C00684,1,2,27,2025-01-22
E009062,C00684,1,3,31,2025-03-23
E009063,C00684,1,4,39,2025-09-09
E009064,C00684,1,5,33,2025-07-24
E009065,C00684,1,6,39,2025-04-27
E009066,C00684,1,7,33,2025-11-05
E009067,C00684,1,8,73,2025-11-19
E009068,C00684,1,9,53,2025-05-08
E009069,C00684,1,10,54,2025-10-21
E009070,C00684,2,1,53,2025-04-06
E009071,C00684,2,2,58,2025-03-08
E009072,C00684,2,3,32,2025-07-08
E009073,C00684,2,4,38,2025-05-02
E009074,C00684,2,5,61,2025-02-18
E009075,C00684,2,6,45,2025-01-11
E009076,C00684,3,1,25,2025-09-25
E009077,C00684,3,2,55,2025-10-10
E009078,C00684,3,3,44,2025-09-22
E009079,C00684,3,4,83,2025-07-04
E009080,C00684,3,5,52,2025-10-29
E009081,C00684,3,6,37,2025-03-28
E009082,C00684,3,7,59,2025-04-22
E009083,C00684,4,1,48,2025-08-29
E009084,C00684,4,2,45,2025-05-16
E009085,C00684,4,3,56,2025-02-20
E009086,C00684,4,4,21,2025-10-28
E009087,C00684,4,5,58,2025-07-18
E009088,C00684,4,6,32,2025-04-18
E009089,C00684,4,7,57,2025-09-14
E009090,C00684,4,8,51,2025-01-15
E009091,C00684,4,9,49,2025-05-30
E009092,C00685,1,1,61,2016-03-27
E009093,C00685,1,2,45,2016-06-24
E009094,C00685,1,3,40,2016-08-14
E009095,C00685,1,4,27,2016-10-02
E009096,C00685,1,5,65,2016-02-13
E009097,C00685,1,6,52,2016-01-21
E009098,C00685,1,7,26,2016-06-26
E009099,C00685,2,1,48,2016-02-11
E009100,C00685,2,2,57,2016-08-18
E009101,C00685,2,3,65,2016-08-30
E009102,C00685,2,4,29,2016-06-07
E009103,C00685,2,5,23,2016-05-26
E009104,C00685,2,6,58,2016-03-30
E009105,C00685,2,7,42,2016-06-02
E009106,C00685,2,8,45,2016-09-13
E009107,C00688,1,1,61,2026-11-23
E009108,C00688,1,2,61,2026-09-26
E009109,C00688,1,3,37,2026-05-01
E009110,C00688,1,4,44,2026-05-22
E009111,C00688,1,5,33,2026-11-23
E009112,C00688,1,6,40,2026-11-04
E009113,C00688,1,7,42,2026-05-15
E009114,C00688,1,8,34,2026-11-22
E009115,C00688,1,9,53,2026-01-28
E009116,C00688,1,10,43,2026-02-01
E009117,C00688,1,11,52,2026-06-04
E009118,C00688,1,12,67,2026-03-07
E009119,C00688,2,1,25,2026-05-23
E009120,C00688,2,2,44,2026-09-13
E009121,C00688,2,3,39,2026-05-22
E009122,C00688,2,4,54,2026-10-13
E009123,C00688,2,5,52,2026-01-31
E009124,C00688,2,6,21,2026-11-01
E009125,C00688,2,7,47,2026-11-13
E009126,C00688,2,8,51,2026-01-17
E009127,C00688,2,9,48,2026-11-13
E009128,C00688,2,10,57,2026-02-02
E009129,C00688,2,11,49,2026-06-06
E009130,C00691,1,1,51,2015-10-03
E009131,C00691,1,2,45,2015-03-08
E009132,C00691,1,3,26,2015-02-19
E009133,C00691,1,4,54,2015-11-16
E009134,C00691,1,5,45,2015-05-02
E009135,C00691,1,6,20,2015-03-09
E009136,C00692,1,1,47,2021-09-28
E009137,C00692,1,2,41,2021-06-23
E009138,C00692,1,3,52,2021-05-15
E009139,C00692,1,4,40,2021-01-30
E009140,C00692,1,5,45,2021-04-08
E009141,C00692,1,6,54,2021-08-23
E009142,C00692,1,7,37,2021-09-24
E009143,C00692,1,8,70,2021-03-08
E009144,C00692,1,9,54,2021-05-05
E009145,C00692,1,10,49,2021-06-06
E009146,C00692,2,1,26,2021-11-20
E009147,C00692,2,2,18,2021-03-01
E009148,C00692,2,3,57,2021-11-15
E009149,C00692,2,4,43,2021-02-26
E009150,C00692,2,5,46,2021-05-22
E009151,C00692,2,6,49,2021-01-02
E009152,C00692,2,7,55,2021-07-24
E009153,C00692,2,8,36,2021-11-18
E009154,C00692,2,9,34,2021-11-08
E009155,C00692,2,10,62,2021-01-21
E009156,C00692,2,11,51,2021-03-05
E009157,C00692,3,1,45,2021-09-29
E009158,C00692,3,2,32,2021-09-23
E009159,C00692,3,3,55,2021-08-24
E009160,C00692,3,4,45,2021-05-13
E009161,C00692,3,5,32,2021-05-18
E009162,C00692,3,6,66,2021-07-24
E009163,C00692,3,7,45,2021-04-18
E009164,C00692,3,8,31,2021-03-10
E009165,C00692,3,9,48,2021-04-16
E009166,C00692,3,10,39,2021-05-13
E009167,C00692,3,11,48,2021-11-12
E009168,C00692,4,1,53,2021-09-13
E009169,C00692,4,2,63,2021-08-11
E009170,C00692,4,3,55,2021-10-07
E009171,C00692,4,4,52,2021-07-07
E009172,C00692,4,5,52,2021-08-10
E009173,C00692,4,6,26,2021-11-17
E009174,C00693,1,1,40,2022-03-06
E009175,C00693,1,2,63,2022-03-03
E009176,C00693,1,3,36,2022-08-11
E009177,C00693,1,4,45,2022-05-03
E009178,C00693,1,5,41,2022-08-17
E009179,C00693,1,6,47,2022-06-08
E009180,C00693,1,7,43,2022-05-30
E009181,C00693,1,8,42,2022-07-05
E009182,C00693,1,9,55,2022-07-12
E009183,C00693,1,10,39,2022-09-22
E009184,C00693,1,11,31,2022-03-24
E009185,C00693,2,1,49,2022-06-20
E009186,C00693,2,2,24,2022-10-04
E009187,C00693,2,3,42,2022-10-23
E009188,C00693,2,4,49,2022-05-01
E009189,C00693,2,5,79,2022-10-30
E009190,C00693,2,6,31,2022-03-05
E009191,C00696,1,1,44,2018-07-04
E009192,C00696,1,2,44,2018-03-08
E009193,C00696,1,3,43,2018-03-20
E009194,C00696,1,4,46,2018-07-05
E009195,C00696,1,5,34,2018-02-06
E009196,C00696,1,6,39,2018-08-13
E009197,C00696,2,1,51,2018-03-07
E009198,C00696,2,2,40,2018-09-17
E009199,C00696,2,3,50,2018-07-23
E009200,C00696,2,4,54,2018-03-06
E009201,C00696,2,5,26,2018-07-27
E009202,C00696,2,6,57,2018-11-19
E009203,C00696,2,7,45,2018-02-24
E009204,C00696,2,8,61,2018-04-07
E009205,C00696,2,9,43,2018-04-19
E009206,C00696,2,10,62,2018-06-21
E009207,C00696,2,11,28,2018-11-02
E009208,C00696,2,12,34,2018-05-01
E009209,C00696,3,1,68,2018-03-10
E009210,C00696,3,2,32,2018-05-10
E009211,C00696,3,3,55,2018-11-12
E009212,C00696,3,4,34,2018-04-26
E009213,C00696,3,5,31,2018-08-18
E009214,C00696,3,6,50,2018-11-25
E009215,C00696,3,7,58,2018-03-20
E009216,C00696,3,8,36,2018-01-14
E009217,C00698,1,1,42,2015-10-30
E009218,C00698,1,2,49,2015-09-09
E009219,C00698,1,3,46,2015-09-11
E009220,C00698,1,4,54,2015-09-20
E009221,C00698,1,5,56,2015-09-25
E009222,C00698,1,6,63,2015-06-22
E009223,C00698,2,1,50,2015-06-30
E009224,C00698,2,2,50,2015-03-26
E009225,C00698,2,3,47,2015-08-21
E009226,C00698,2,4,51,2015-04-25
E009227,C00698,2,5,50,2015-10-25
E009228,C00698,2,6,49,2015-04-05
E009229,C00698,2,7,63,2015-05-22
E009230,C00698,2,8,64,2015-07-09
E009231,C00700,1,1,47,2023-02-03
E009232,C00700,1,2,69,2023-05-10
E009233,C00700,1,3,61,2023-10-09
E009234,C00700,1,4,49,2023-11-08
E009235,C00700,1,5,51,2023-03-21
E009236,C00700,1,6,19,2023-03-13
E009237,C00700,2,1,39,2023-07-27
E009238,C00700,2,2,21,2023-02-06
E009239,C00700,2,3,53,2023-07-03
E009240,C00700,2,4,54,2023-09-22
E009241,C00700,2,5,18,2023-11-14
E009242,C00700,2,6,50,2023-08-17
E009243,C00700,2,7,45,2023-03-01
E009244,C00700,2,8,56,2023-08-31
E009245,C00700,3,1,67,2023-05-29
E009246,C00700,3,2,54,2023-11-24
E009247,C00700,3,3,35,2023-08-04
E009248,C00700,3,4,30,2023-05-23
E009249,C00700,3,5,36,2023-05-07
E009250,C00700,3,6,31,2023-08-27
E009251,C00700,3,7,62,2023-10-04
E009252,C00700,3,8,35,2023-04-19
E009253,C00700,3,9,67,2023-11-19
E009254,C00700,3,10,66,2023-05-27
E009255,C00700,3,11,47,2023-05-13
E009256,C00700,4,1,39,2023-03-20
E009257,C00700,4,2,47,2023-08-17
E009258,C00700,4,3,44,2023-03-17
E009259,C00700,4,4,43,2023-08-04
E009260,C00700,4,5,50,2023-02-19
E009261,C00700,4,6,18,2023-08-08
E009262,C00700,4,7,38,2023-01-08
E009263,C00700,4,8,39,2023-09-02
E009264,C00700,4,9,54,2023-08-12
E009265,C00700,4,10,44,2023-02-16
E009266,C00701,1,1,42,2020-07-26
E009267,C00701,1,2,50,2020-07-17
E009268,C00701,1,3,40,2020-09-09
E009269,C00701,1,4,35,2020-02-09
E009270,C00701,1,5,40,2020-10-11
E009271,C00701,1,6,52,2020-11-23
E009272,C00701,1,7,45,2020-10-30
E009273,C00701,1,8,56,2020-03-19
E009274,C00701,1,9,54,2020-11-08
E009275,C00701,1,10,59,2020-06-13
E009276,C00701,1,11,52,2020-05-09
E009277,C00701,1,12,51,2020-10-05
E009278,C00701,2,1,69,2020-04-07
E009279,C00701,2,2,51,2020-10-15
E009280,C00701,2,3,50,2020-07-08
E009281,C00701,2,4,35,2020-05-09
E009282,C00701,2,5,57,2020-08-14
E009283,C00701,2,6,30,2020-06-29
E009284,C00701,3,1,60,2020-04-01
E009285,C00701,3,2,34,2020-10-29
E009286,C00701,3,3,58,2020-03-12
E009287,C00701,3,4,46,2020-10-05
E009288,C00701,3,5,67,2020-08-14
E009289,C00701,3,6,49,2020-03-06
E009290,C00701,3,7,53,2020-02-22
E009291,C00701,3,8,60,2020-03-21
E009292,C00701,3,9,28,2020-04-09
E009293,C00701,3,10,62,2020-08-14
E009294,C00701,4,1,46,2020-08-25
E009295,C00701,4,2,48,2020-04-13
E009296,C00701,4,3,44,2020-05-03
E009297,C00701,4,4,44,2020-07-24
E009298,C00701,4,5,58,2020-02-14
E009299,C00701,4,6,33,2020-03-27
E009300,C00701,4,7,43,2020-02-21
E009301,C00703,1,1,46,2018-10-17
E009302,C00703,1,2,38,2018-02-26
E009303,C00703,1,3,37,2018-10-22
E009304,C00703,1,4,42,2018-04-11
E009305,C00703,1,5,47,2018-02-19
E009306,C00703,1,6,42,2018-07-07
E009307,C00703,1,7,33,2018-07-26
E009308,C00703,2,1,35,2018-10-01
E009309,C00703,2,2,48,2018-05-26
E009310,C00703,2,3,49,2018-05-17
E009311,C00703,2,4,38,2018-08-26
E009312,C00703,2,5,36,2018-06-13
E009313,C00703,2,6,34,2018-07-27
E009314,C00703,2,7,35,2018-04-21
E009315,C00703,2,8,32,2018-04-25
E009316,C00703,2,9,41,2018-05-22
E009317,C00703,2,10,36,2018-06-17
E009318,C00703,2,11,48,2018-11-16
E009319,C00703,2,12,51,2018-02-12
