user_id,signup_date,country,age,gender,acquisition_channel,signup_device,referral_user_id,campaign_id,email_opt_in
U007400,2024-10-14,South Korea,28,Male,Paid Social,Smart TV,,CMP0034,False
U007401,2022-06-17,India,29,Female,Affiliate,Smart TV,,CMP0019,False
U007402,2022-12-05,India,42,Female,Organic,Mobile,,CMP0019,True
U007403,2025-04-15,South Africa,26,Female,Paid Search,Mobile,,CMP0031,True
U007404,2025-07-13,UK,37,Male,Paid Search,Mobile,,CMP0060,True
U007405,2026-03-24,Brazil,20,Female,Paid Social,Mobile,,CMP0011,True
U007406,2025-02-24,USA,35,Other,TV/OTT,Smart TV,,CMP0038,True
U007407,2026-01-27,Canada,41,Female,Referral,Desktop,U007070,CMP0008,True
U007408,2024-08-16,Philippines,46,Female,Influencer,Mobile,,CMP0011,False
U007409,2023-04-01,France,16,Male,Referral,Mobile,U002895,CMP0043,True
U007410,2025-12-31,Mexico,29,Male,Organic,Mobile,,CMP0047,False
U007411,2025-10-31,USA,47,Female,Paid Social,Mobile,,CMP0037,False
U007412,2026-02-24,Philippines,41,Male,Referral,Mobile,U007204,CMP0023,True
U007413,2025-09-17,Canada,30,Male,Paid Social,Mobile,,CMP0001,True
U007414,2023-08-01,Brazil,32,Female,Direct,Mobile,,CMP0019,True
U007415,2025-11-02,UK,34,Female,Paid Social,Mobile,,CMP0019,True
U007416,2025-07-08,Brazil,28,Female,Paid Social,Mobile,,CMP0049,True
U007417,2024-03-25,Brazil,37,Female,Organic,Mobile,,CMP0017,True
U007418,2024-12-01,India,36,Male,Organic,Tablet,,CMP0032,False
U007419,2024-10-17,Brazil,20,Female,Organic,Desktop,,CMP0024,True
U007420,2025-12-17,India,27,Female,Organic,Desktop,,CMP0004,False
U007421,2026-04-27,France,27,Male,Affiliate,Mobile,,CMP0054,True
U007422,2024-06-26,Brazil,29,Female,Organic,Mobile,,CMP0039,False
U007423,2024-03-08,Philippines,34,Male,Organic,Desktop,,CMP0043,True
U007424,2025-08-30,USA,33,Female,Paid Social,Mobile,,CMP0010,True
U007425,2023-01-23,USA,24,Female,Email,Mobile,,CMP0045,True
U007426,2023-11-03,USA,45,Female,Organic,Smart TV,,CMP0041,True
U007427,2025-12-06,USA,32,Male,Paid Social,Mobile,,CMP0027,True
U007428,2025-07-31,Brazil,46,Male,Organic,Smart TV,,CMP0034,True
U007429,2025-07-28,USA,46,Female,TV/OTT,Mobile,,CMP0015,False
U007430,2026-06-09,USA,21,Male,Paid Search,Desktop,,CMP0020,False
U007431,2026-04-06,UK,27,Male,Affiliate,Desktop,,CMP0047,True
U007432,2025-08-18,Brazil,27,Male,Paid Search,Desktop,,CMP0054,True
U007433,2024-09-24,France,35,Female,Influencer,Tablet,,CMP0029,True
U007434,2024-08-02,India,39,Female,Paid Social,Desktop,,CMP0015,True
U007435,2022-04-11,Nigeria,33,Male,Direct,Mobile,,CMP0027,False
U007436,2025-05-14,USA,26,Female,Paid Search,Smart TV,,CMP0017,True
U007437,2025-04-07,Brazil,48,Female,Referral,Mobile,U007212,CMP0029,False
U007438,2025-10-02,UK,27,Female,Organic,Desktop,,CMP0017,True
U007439,2023-09-01,South Korea,39,Male,Organic,Smart TV,,CMP0052,True
U007440,2023-08-07,USA,31,Female,Paid Social,Mobile,,CMP0032,True
U007441,2022-09-06,Nigeria,31,Female,Organic,Desktop,,CMP0017,True
U007442,2024-09-13,France,38,Male,Organic,Mobile,,CMP0022,True
U007443,2023-07-20,Brazil,47,Female,Organic,Tablet,,CMP0006,True
U007444,2026-02-15,Brazil,35,Female,Organic,Smart TV,,CMP0021,False
U007445,2025-08-11,India,27,Male,Affiliate,Smart TV,,CMP0044,True
U007446,2024-12-14,USA,46,Female,Organic,Mobile,,CMP0045,True
U007447,2024-07-19,Indonesia,36,Male,TV/OTT,Desktop,,CMP0005,True
U007448,2023-04-04,South Korea,33,Male,Organic,Mobile,,CMP0060,True
U007449,2026-01-31,USA,42,Female,Direct,Smart TV,,CMP0033,True
U007450,2025-07-01,USA,35,Male,Paid Search,Tablet,,CMP0029,True
U007451,2024-02-23,Canada,56,Female,Referral,Smart TV,U005275,CMP0028,True
U007452,2026-02-03,Japan,32,Female,Affiliate,Desktop,,CMP0039,True
U007453,2026-02-20,Brazil,43,Male,Organic,Mobile,,CMP0034,True
U007454,2024-06-29,Germany,36,Male,Paid Search,Mobile,,CMP0045,True
U007455,2025-08-06,USA,36,Male,Organic,Smart TV,,CMP0008,False
U007456,2024-01-26,Indonesia,28,Female,TV/OTT,Mobile,,CMP0042,True
U007457,2025-03-17,USA,28,Male,TV/OTT,Mobile,,CMP0011,True
U007458,2025-02-02,Canada,36,Female,Paid Search,Mobile,,CMP0047,False
U007459,2022-08-20,Nigeria,23,Female,Paid Search,Mobile,,CMP0027,True
U007460,2025-05-14,Japan,26,Female,Paid Search,Mobile,,CMP0043,False
U007461,2025-06-20,Brazil,32,Female,Organic,Mobile,,CMP0004,False
U007462,2026-05-25,Philippines,44,Female,Organic,Mobile,,CMP0058,False
U007463,2026-04-07,USA,32,Male,Affiliate,Smart TV,,CMP0012,True
U007464,2026-04-16,USA,32,Male,Referral,Tablet,U001101,CMP0055,True
U007465,2024-06-09,USA,21,Male,Paid Search,Mobile,,CMP0036,True
U007466,2025-10-24,UK,48,Other,Paid Social,Desktop,,CMP0037,True
U007467,2025-09-17,France,43,Female,Organic,Mobile,,CMP0034,True
U007468,2025-05-21,Brazil,44,Male,Affiliate,Mobile,,CMP0024,True
U007469,2024-03-15,India,17,Male,Paid Search,Smart TV,,CMP0033,False
U007470,2025-09-22,South Korea,35,Male,Organic,Smart TV,,CMP0060,False
U007471,2023-11-16,Canada,22,Male,Organic,Mobile,,CMP0021,False
U007472,2026-06-08,USA,39,Male,Paid Search,Smart TV,,CMP0022,True
U007473,2023-12-10,India,35,Female,Affiliate,Mobile,,CMP0057,True
U007474,2024-07-23,Japan,37,Female,Organic,Mobile,,CMP0019,True
U007475,2025-11-10,India,24,Female,Organic,Mobile,,CMP0050,False
U007476,2025-11-27,South Africa,21,Male,Paid Social,Desktop,,CMP0003,True
U007477,2024-08-18,Philippines,25,Male,Paid Social,Mobile,,CMP0010,False
U007478,2022-08-27,South Korea,35,Male,Paid Search,Mobile,,CMP0059,True
U007479,2024-08-26,South Korea,29,Male,Email,Mobile,,CMP0024,True
U007480,2024-10-12,Mexico,34,Male,Paid Social,Mobile,,CMP0052,False
U007481,2025-01-15,Indonesia,21,Female,Influencer,Desktop,,CMP0008,True
U007482,2025-11-18,Mexico,31,Female,TV/OTT,Desktop,,CMP0015,True
U007483,2024-02-03,India,45,Female,Affiliate,Desktop,,CMP0011,True
U007484,2025-08-06,USA,35,Female,Organic,Smart TV,,CMP0024,False
U007485,2024-04-21,Australia,35,Other,Affiliate,Mobile,,CMP0038,True
U007486,2026-02-13,India,36,Female,Paid Search,Desktop,,CMP0014,True
U007487,2023-05-02,South Korea,26,Male,Organic,Desktop,,CMP0045,True
U007488,2024-10-10,South Africa,48,Male,Organic,Desktop,,CMP0060,True
U007489,2026-06-13,India,35,Female,Organic,Smart TV,,CMP0045,True
U007490,2026-04-16,India,33,Female,Paid Social,Mobile,,CMP0002,True
U007491,2025-08-22,USA,38,Female,Paid Social,Smart TV,,CMP0054,True
U007492,2023-10-20,India,41,Female,Direct,Mobile,,CMP0002,True
U007493,2026-01-25,Germany,19,Female,Affiliate,Mobile,,CMP0037,True
U007494,2025-09-18,Canada,32,Male,Organic,Mobile,,CMP0043,True
U007495,2024-03-21,Brazil,54,Male,Influencer,Mobile,,CMP0037,True
U007496,2024-05-18,Brazil,48,Male,Direct,Desktop,,CMP0012,False
U007497,2025-11-14,UK,30,Male,Paid Search,Desktop,,CMP0050,True
U007498,2025-01-07,USA,39,Female,TV/OTT,Mobile,,CMP0001,True
U007499,2026-03-09,USA,28,Male,Referral,Mobile,U003662,CMP0057,True
U007500,2026-06-29,South Korea,35,Female,Paid Search,Mobile,,CMP0037,True
U007501,2024-02-27,UK,27,Female,Organic,Smart TV,,CMP0009,True
U007502,2024-06-16,USA,27,Female,Referral,Smart TV,U001637,CMP0028,False
U007503,2023-03-25,India,26,Female,Direct,Mobile,,CMP0007,True
U007504,2026-01-21,France,48,Female,Organic,Smart TV,,CMP0023,True
U007505,2025-05-08,Japan,27,Female,TV/OTT,Mobile,,CMP0020,True
U007506,2026-06-06,India,43,Female,Organic,Desktop,,CMP0001,True
U007507,2024-02-08,Mexico,27,Male,Paid Social,Smart TV,,CMP0027,True
U007508,2024-06-15,Japan,26,Female,Paid Social,Mobile,,CMP0006,True
U007509,2024-05-16,Philippines,35,Female,Organic,Mobile,,CMP0017,True
U007510,2024-03-13,Germany,19,Male,Organic,Smart TV,,CMP0051,True
U007511,2022-12-25,France,38,Male,Organic,Smart TV,,CMP0022,True
U007512,2022-05-13,USA,30,Male,Paid Search,Mobile,,CMP0057,False
U007513,2023-09-01,India,26,Male,Organic,Mobile,,CMP0009,True
U007514,2024-07-02,Philippines,24,Female,Affiliate,Tablet,,CMP0021,False
U007515,2026-05-26,USA,51,Female,Paid Social,Mobile,,CMP0038,True
U007516,2026-05-30,Canada,31,Male,Paid Search,Mobile,,CMP0050,True
U007517,2024-11-23,Germany,31,Male,Organic,Mobile,,CMP0036,False
U007518,2025-03-22,Indonesia,40,Female,Affiliate,Mobile,,CMP0053,True
U007519,2025-02-03,USA,23,Female,TV/OTT,Desktop,,CMP0033,False
U007520,2026-03-24,Philippines,43,Male,Affiliate,Mobile,,CMP0049,True
U007521,2023-10-19,UK,31,Female,Paid Search,Mobile,,CMP0033,True
U007522,2026-06-14,Philippines,18,Male,Organic,Tablet,,CMP0056,True
U007523,2026-04-01,Philippines,26,Male,Influencer,Smart TV,,CMP0005,False
U007524,2025-11-29,South Korea,21,Male,Paid Social,Mobile,,CMP0060,False
U007525,2024-08-31,Indonesia,32,Male,Organic,Smart TV,,CMP0011,True
U007526,2025-10-31,Nigeria,24,Male,Referral,Desktop,U001456,CMP0017,True
U007527,2025-01-03,Indonesia,22,Male,Organic,Mobile,,CMP0042,False
U007528,2024-07-11,Brazil,34,Male,Organic,Smart TV,,CMP0001,False
U007529,2025-10-29,India,32,Female,Affiliate,Mobile,,CMP0039,True
U007530,2025-06-03,USA,44,Female,Organic,Mobile,,CMP0025,False
U007531,2024-08-10,USA,43,Female,Paid Search,Mobile,,CMP0013,True
U007532,2025-04-12,Germany,32,Male,Referral,Smart TV,U003614,CMP0043,True
U007533,2026-04-27,USA,36,Male,Paid Search,Smart TV,,CMP0038,True
U007534,2023-12-23,Nigeria,17,Male,Organic,Smart TV,,CMP0021,True
U007535,2024-05-31,UK,38,Male,Organic,Desktop,,CMP0042,True
U007536,2024-10-22,USA,36,Female,Paid Social,Mobile,,CMP0032,True
U007537,2026-02-28,UK,41,Female,Direct,Desktop,,CMP0023,False
U007538,2025-07-24,USA,28,Male,Paid Social,Mobile,,CMP0021,True
U007539,2026-05-06,USA,29,Male,Direct,Smart TV,,CMP0042,True
U007540,2024-09-24,Mexico,29,Female,TV/OTT,Smart TV,,CMP0025,False
U007541,2024-10-27,UK,46,Female,Email,Mobile,,CMP0025,False
U007542,2023-04-04,South Korea,34,Female,Paid Search,Smart TV,,CMP0029,False
U007543,2026-03-04,India,17,Male,Paid Social,Mobile,,CMP0027,True
U007544,2025-08-07,France,38,Female,Affiliate,Mobile,,CMP0053,False
U007545,2022-04-25,France,27,Female,Organic,Mobile,,CMP0044,True
U007546,2025-04-22,USA,42,Female,Organic,Tablet,,CMP0049,True
U007547,2024-02-22,USA,37,Male,Direct,Desktop,,CMP0045,False
U007548,2025-09-16,Philippines,44,Female,Paid Search,Desktop,,CMP0058,False
U007549,2025-09-14,France,42,Male,Influencer,Mobile,,CMP0024,False
U007550,2022-09-23,USA,41,Male,Organic,Smart TV,,CMP0015,True
U007551,2026-06-23,Germany,43,Female,Organic,Desktop,,CMP0042,False
U007552,2024-02-19,Canada,40,Other,Organic,Mobile,,CMP0028,True
U007553,2026-02-20,USA,25,Other,Referral,Desktop,U000039,CMP0017,True
U007554,2025-04-14,UK,20,Female,Organic,Mobile,,CMP0041,True
U007555,2025-10-26,Japan,23,Female,Influencer,Mobile,,CMP0004,True
U007556,2024-12-12,India,39,Male,Referral,Mobile,U006383,CMP0031,True
U007557,2023-10-03,Brazil,13,Female,Organic,Mobile,,CMP0011,False
U007558,2026-03-29,USA,31,Male,Organic,Tablet,,CMP0025,True
U007559,2026-02-18,USA,29,Female,Paid Social,Mobile,,CMP0011,True
U007560,2024-12-27,UK,44,Female,Influencer,Mobile,,CMP0010,False
U007561,2025-04-11,India,30,Female,Influencer,Mobile,,CMP0032,True
U007562,2025-09-10,Philippines,28,Female,Paid Social,Mobile,,CMP0035,True
U007563,2024-12-08,Japan,45,Male,Referral,Mobile,U003085,CMP0047,True
U007564,2023-03-08,USA,31,Female,Direct,Desktop,,CMP0057,True
U007565,2026-06-21,USA,29,Male,Paid Search,Desktop,,CMP0005,True
U007566,2024-04-09,UK,27,Male,Organic,Mobile,,CMP0046,False
U007567,2024-09-29,Philippines,34,Male,Organic,Smart TV,,CMP0037,True
U007568,2023-10-28,Brazil,28,Male,Paid Search,Mobile,,CMP0029,True
U007569,2024-07-13,South Korea,28,Female,Organic,Mobile,,CMP0026,True
U007570,2025-09-29,India,46,Male,TV/OTT,Mobile,,CMP0036,True
U007571,2024-09-08,Mexico,32,Female,Paid Social,Smart TV,,CMP0034,False
U007572,2023-04-28,Mexico,27,Male,Referral,Mobile,U006266,CMP0009,True
U007573,2026-04-26,Mexico,22,Male,Direct,Smart TV,,CMP0027,False
U007574,2025-07-25,India,33,Female,Paid Search,Mobile,,CMP0042,False
U007575,2025-01-25,UK,26,Male,Influencer,Desktop,,CMP0058,True
U007576,2023-09-04,India,28,Male,Referral,Mobile,U004240,CMP0038,True
U007577,2025-08-31,South Africa,23,Male,Organic,Tablet,,CMP0057,False
U007578,2025-01-07,UK,33,Male,Organic,Desktop,,CMP0018,False
U007579,2024-11-19,France,18,Female,Organic,Mobile,,CMP0008,True
U007580,2024-08-25,Nigeria,36,Male,Influencer,Mobile,,CMP0059,False
U007581,2023-05-27,Brazil,26,Female,Direct,Desktop,,CMP0019,False
U007582,2024-08-13,Brazil,39,Female,Paid Search,Mobile,,CMP0015,True
U007583,2024-09-06,USA,36,Female,Paid Social,Mobile,,CMP0006,True
U007584,2025-07-31,Japan,33,Female,Organic,Mobile,,CMP0023,False
U007585,2023-06-10,Indonesia,40,Male,Referral,Desktop,U002732,CMP0017,True
U007586,2026-06-24,South Africa,47,Other,Organic,Mobile,,CMP0030,True
U007587,2026-03-14,USA,44,Male,Organic,Mobile,,CMP0003,True
U007588,2026-02-08,Indonesia,18,Female,Direct,Desktop,,CMP0057,False
U007589,2025-08-31,India,25,Male,Paid Search,Mobile,,CMP0029,True
U007590,2026-03-16,Mexico,27,Female,Paid Social,Desktop,,CMP0022,False
U007591,2024-11-18,UK,38,Female,Paid Search,Mobile,,CMP0053,True
U007592,2022-12-17,UK,26,Male,Organic,Desktop,,CMP0035,True
U007593,2025-01-09,Mexico,26,Female,Referral,Desktop,U006599,CMP0053,True
U007594,2024-10-31,Brazil,24,Male,TV/OTT,Smart TV,,CMP0019,True
U007595,2025-02-22,Nigeria,34,Female,Paid Social,Desktop,,CMP0020,True
U007596,2026-02-13,UK,38,Female,Organic,Mobile,,CMP0007,False
U007597,2024-09-04,Philippines,19,Male,Email,Smart TV,,CMP0001,False
U007598,2025-10-12,India,26,Female,Organic,Smart TV,,CMP0023,True
U007599,2025-06-09,USA,13,Female,Influencer,Smart TV,,CMP0048,False
U007600,2025-08-07,UK,13,Male,Email,Mobile,,CMP0050,False
U007601,2024-08-15,Japan,36,Female,Email,Desktop,,CMP0059,True
U007602,2024-08-30,Australia,35,Male,Referral,Tablet,U002416,CMP0024,True
U007603,2023-08-05,USA,33,Male,Direct,Tablet,,CMP0034,True
U007604,2024-12-24,India,47,Male,TV/OTT,Mobile,,CMP0036,True
U007605,2023-03-17,Brazil,15,Female,Direct,Smart TV,,CMP0055,True
U007606,2025-05-09,Mexico,13,Male,Paid Search,Desktop,,CMP0044,True
U007607,2025-01-19,Germany,20,Female,Organic,Mobile,,CMP0026,True
U007608,2025-03-30,Australia,13,Female,Direct,Tablet,,CMP0032,True
U007609,2023-11-02,UK,25,Female,Organic,Mobile,,CMP0060,False
U007610,2026-02-19,USA,37,Male,Paid Social,Mobile,,CMP0018,True
U007611,2024-02-23,USA,34,Male,Referral,Smart TV,U000759,CMP0008,True
U007612,2023-03-25,Indonesia,42,Male,Paid Search,Smart TV,,CMP0060,True
U007613,2024-09-26,Brazil,35,Female,Organic,Mobile,,CMP0060,True
U007614,2026-03-12,USA,27,Male,Organic,Smart TV,,CMP0017,True
U007615,2025-07-24,South Korea,26,Male,Organic,Mobile,,CMP0031,False
U007616,2025-12-30,Mexico,36,Male,Direct,Desktop,,CMP0011,False
U007617,2022-09-27,India,16,Male,Paid Search,Mobile,,CMP0053,True
U007618,2025-08-17,USA,13,Male,Organic,Desktop,,CMP0047,True
U007619,2024-10-27,South Korea,35,Male,Organic,Mobile,,CMP0009,True
U007620,2026-01-23,France,34,Other,Organic,Smart TV,,CMP0001,True
U007621,2023-08-20,UK,47,Female,Paid Social,Desktop,,CMP0058,True
U007622,2025-08-01,UK,38,Male,Organic,Smart TV,,CMP0029,False
U007623,2024-02-17,UK,35,Female,Organic,Smart TV,,CMP0013,True
U007624,2023-10-10,Germany,28,Male,Direct,Smart TV,,CMP0023,False
U007625,2025-07-27,Canada,23,Female,Paid Social,Tablet,,CMP0019,True
U007626,2025-07-28,Canada,29,Male,Organic,Mobile,,CMP0016,False
U007627,2026-06-27,India,41,Female,Referral,Smart TV,U004343,CMP0050,True
U007628,2022-07-04,South Africa,36,Male,Organic,Mobile,,CMP0028,True
U007629,2025-12-24,India,41,Female,Paid Search,Tablet,,CMP0011,False
U007630,2024-03-25,India,33,Male,Paid Search,Smart TV,,CMP0031,True
U007631,2025-06-30,India,23,Female,Referral,Mobile,U007067,CMP0052,True
U007632,2025-11-13,France,43,Male,Organic,Smart TV,,CMP0026,False
U007633,2026-06-22,Philippines,42,Female,Paid Social,Desktop,,CMP0043,True
U007634,2022-11-05,South Africa,33,Female,Paid Social,Mobile,,CMP0055,True
U007635,2024-09-11,Brazil,37,Male,Paid Search,Mobile,,CMP0036,False
U007636,2023-01-12,India,37,Male,Paid Social,Desktop,,CMP0059,True
U007637,2022-12-29,Canada,27,Female,Paid Social,Desktop,,CMP0037,True
U007638,2025-12-08,South Korea,29,Male,Direct,Smart TV,,CMP0005,False
U007639,2026-03-06,Germany,22,Male,Affiliate,Mobile,,CMP0042,True
U007640,2025-03-02,India,29,Female,Organic,Desktop,,CMP0053,True
U007641,2023-08-06,Brazil,42,Female,Influencer,Mobile,,CMP0022,True
U007642,2026-03-07,USA,40,Male,Paid Search,Mobile,,CMP0034,False
U007643,2026-06-08,France,37,Male,Organic,Desktop,,CMP0019,True
U007644,2026-06-22,UK,41,Male,Organic,Tablet,,CMP0028,True
U007645,2026-04-30,India,28,Female,Paid Social,Mobile,,CMP0030,True
U007646,2023-08-28,USA,20,Male,Organic,Smart TV,,CMP0046,False
U007647,2023-10-13,USA,30,Male,Influencer,Mobile,,CMP0039,True
U007648,2025-09-04,USA,31,Female,Organic,Mobile,,CMP0044,True
U007649,2024-12-10,Japan,38,Female,Paid Search,Desktop,,CMP0026,True
U007650,2025-09-15,France,37,Male,Paid Social,Mobile,,CMP0049,False
U007651,2025-08-21,Brazil,42,Male,Direct,Tablet,,CMP0012,False
U007652,2024-11-22,India,13,Female,Organic,Desktop,,CMP0007,False
U007653,2024-02-29,Philippines,24,Female,Affiliate,Mobile,,CMP0017,False
U007654,2025-04-16,Philippines,31,Female,Paid Social,Tablet,,CMP0004,True
U007655,2024-12-30,Mexico,36,Male,Paid Search,Mobile,,CMP0014,False
U007656,2025-12-12,Germany,52,Female,Organic,Tablet,,CMP0042,True
U007657,2025-05-28,South Korea,22,Female,Organic,Smart TV,,CMP0021,True
U007658,2026-01-08,France,24,Female,Influencer,Desktop,,CMP0040,True
U007659,2025-08-16,UK,27,Male,Referral,Mobile,U003117,CMP0005,True
U007660,2024-09-26,Brazil,24,Male,Organic,Mobile,,CMP0051,True
U007661,2025-06-26,USA,23,Female,Paid Social,Tablet,,CMP0038,True
U007662,2024-06-24,South Korea,32,Male,Paid Search,Desktop,,CMP0050,True
U007663,2025-11-23,Germany,41,Male,Organic,Desktop,,CMP0045,False
U007664,2025-05-20,South Africa,33,Male,Paid Search,Desktop,,CMP0029,False
U007665,2024-08-23,USA,23,Male,Organic,Smart TV,,CMP0028,False
U007666,2025-01-16,Brazil,30,Female,Paid Social,Mobile,,CMP0022,True
U007667,2025-12-07,France,21,Male,Organic,Desktop,,CMP0030,True
U007668,2026-02-20,Philippines,41,Male,Paid Search,Smart TV,,CMP0029,False
U007669,2022-07-26,Philippines,46,Female,Paid Search,Smart TV,,CMP0020,True
U007670,2025-12-19,USA,16,Female,Organic,Smart TV,,CMP0014,True
U007671,2026-02-18,South Africa,34,Female,Paid Social,Desktop,,CMP0008,True
U007672,2026-06-26,South Africa,24,Male,Paid Social,Mobile,,CMP0011,True
U007673,2026-01-21,Nigeria,32,Female,Affiliate,Mobile,,CMP0010,False
U007674,2025-01-31,Mexico,31,Male,Influencer,Desktop,,CMP0049,False
U007675,2026-02-03,Australia,18,Female,Paid Search,Smart TV,,CMP0030,True
U007676,2026-06-12,USA,44,Male,Paid Social,Desktop,,CMP0012,True
U007677,2024-03-20,UK,30,Female,Referral,Tablet,U000765,CMP0054,True
U007678,2022-12-23,USA,27,Male,Paid Search,Mobile,,CMP0013,False
U007679,2024-02-01,Brazil,33,Female,Paid Social,Desktop,,CMP0011,False
U007680,2022-10-28,Nigeria,23,Male,Paid Social,Desktop,,CMP0007,True
U007681,2026-01-09,Germany,30,Male,Organic,Tablet,,CMP0026,True
U007682,2026-04-07,India,13,Female,Paid Social,Mobile,,CMP0017,False
U007683,2024-09-21,South Korea,13,Male,Organic,Mobile,,CMP0060,True
U007684,2023-11-12,Brazil,22,Male,Organic,Desktop,,CMP0002,True
U007685,2023-01-26,India,26,Male,Influencer,Smart TV,,CMP0030,False
U007686,2023-10-03,Mexico,14,Male,Email,Mobile,,CMP0008,True
U007687,2024-10-09,Brazil,27,Male,Influencer,Desktop,,CMP0029,False
U007688,2025-06-30,Germany,26,Male,Paid Social,Mobile,,CMP0032,True
U007689,2022-09-13,South Korea,31,Female,Organic,Tablet,,CMP0009,False
U007690,2026-04-10,India,38,Female,Paid Social,Mobile,,CMP0052,False
U007691,2024-09-10,India,49,Female,Direct,Mobile,,CMP0059,False
U007692,2025-10-30,Brazil,36,Male,TV/OTT,Mobile,,CMP0058,True
U007693,2024-09-26,Indonesia,22,Female,Influencer,Mobile,,CMP0055,False
U007694,2024-09-09,India,38,Female,Referral,Tablet,U002423,CMP0018,False
U007695,2024-05-07,Philippines,46,Female,Paid Social,Desktop,,CMP0027,True
U007696,2024-04-25,Mexico,20,Male,Paid Search,Desktop,,CMP0024,False
U007697,2024-12-03,USA,21,Female,Paid Social,Mobile,,CMP0010,True
U007698,2023-12-04,India,17,Female,Paid Social,Mobile,,CMP0014,True
U007699,2025-09-12,USA,26,Female,Paid Search,Mobile,,CMP0039,True
U007700,2026-02-05,USA,35,Male,Paid Social,Mobile,,CMP0030,True
U007701,2025-11-06,UK,46,Female,TV/OTT,Mobile,,CMP0005,True
U007702,2024-05-10,France,40,Male,Organic,Desktop,,CMP0039,True
U007703,2023-03-01,Mexico,35,Male,Organic,Desktop,,CMP0057,True
U007704,2024-06-07,Brazil,32,Male,Organic,Mobile,,CMP0051,True
U007705,2025-05-22,Brazil,35,Female,Referral,Tablet,U001315,CMP0022,False
U007706,2023-04-07,India,36,Female,Email,Desktop,,CMP0017,True
U007707,2026-06-20,Philippines,45,Male,Referral,Mobile,U004303,CMP0043,False
U007708,2022-11-09,Indonesia,31,Male,Paid Search,Mobile,,CMP0052,True
U007709,2024-07-26,Japan,34,Female,Paid Social,Desktop,,CMP0035,False
U007710,2026-01-25,UK,27,Female,Organic,Smart TV,,CMP0039,True
U007711,2024-06-11,Indonesia,33,Female,Paid Social,Tablet,,CMP0028,False
U007712,2024-03-06,Australia,29,Female,Referral,Mobile,U003996,CMP0054,True
U007713,2025-05-12,USA,20,Male,Influencer,Mobile,,CMP0023,True
U007714,2026-01-22,India,40,Male,Paid Social,Tablet,,CMP0015,False
U007715,2026-03-28,Canada,46,Male,Influencer,Mobile,,CMP0001,False
U007716,2023-05-23,Japan,31,Female,Paid Search,Desktop,,CMP0020,False
U007717,2026-03-22,Brazil,35,Female,Organic,Tablet,,CMP0005,True
U007718,2026-02-28,UK,40,Male,Paid Social,Mobile,,CMP0002,False
U007719,2024-08-27,UK,30,Male,Direct,Mobile,,CMP0031,False
U007720,2024-10-28,India,33,Male,TV/OTT,Smart TV,,CMP0029,True
U007721,2024-11-18,Germany,29,Female,Email,Desktop,,CMP0021,False
U007722,2025-04-29,Brazil,26,Male,Paid Social,Mobile,,CMP0023,False
U007723,2025-09-18,UK,37,Female,Direct,Tablet,,CMP0031,True
U007724,2025-01-18,Mexico,37,Male,Paid Social,Desktop,,CMP0057,True
U007725,2024-03-16,South Africa,41,Male,Paid Search,Mobile,,CMP0012,True
U007726,2025-12-22,USA,31,Male,Affiliate,Mobile,,CMP0047,True
U007727,2025-10-08,Brazil,20,Male,Paid Social,Smart TV,,CMP0005,False
U007728,2022-12-22,India,43,Male,Referral,Tablet,U006115,CMP0057,True
U007729,2023-11-09,USA,24,Male,Paid Search,Mobile,,CMP0021,False
U007730,2024-08-11,Philippines,24,Female,Direct,Mobile,,CMP0047,True
U007731,2024-02-28,Nigeria,26,Female,Direct,Mobile,,CMP0037,False
U007732,2023-02-26,India,14,Female,Influencer,Mobile,,CMP0021,True
U007733,2025-05-11,India,29,Male,Organic,Mobile,,CMP0015,True
U007734,2024-11-08,USA,38,Male,Organic,Smart TV,,CMP0035,True
U007735,2026-05-27,Mexico,27,Female,Direct,Mobile,,CMP0008,False
U007736,2024-05-23,USA,45,Male,Influencer,Mobile,,CMP0041,False
U007737,2022-04-28,Brazil,44,Female,Organic,Tablet,,CMP0003,False
U007738,2024-10-12,USA,40,Female,Paid Social,Mobile,,CMP0045,True
U007739,2023-10-05,Germany,13,Male,Organic,Mobile,,CMP0044,True
U007740,2025-11-06,Indonesia,46,Male,Influencer,Desktop,,CMP0042,False
U007741,2025-05-13,USA,29,Male,Paid Social,Mobile,,CMP0054,True
U007742,2025-08-20,South Korea,48,Male,Paid Social,Mobile,,CMP0009,False
U007743,2025-12-04,Australia,25,Male,Organic,Mobile,,CMP0016,True
U007744,2022-07-28,USA,30,Female,Organic,Desktop,,CMP0024,False
U007745,2026-05-16,Indonesia,32,Male,Direct,Mobile,,CMP0056,True
U007746,2024-02-17,Mexico,22,Male,Referral,Smart TV,U006663,CMP0003,False
U007747,2024-09-27,Brazil,15,Male,Organic,Mobile,,CMP0011,False
U007748,2026-06-05,Germany,13,Male,Organic,Tablet,,CMP0019,True
U007749,2024-05-02,UK,61,Female,Affiliate,Smart TV,,CMP0022,True
U007750,2024-03-20,USA,15,Male,Email,Mobile,,CMP0047,True
U007751,2025-07-28,India,15,Female,Paid Social,Smart TV,,CMP0013,True
U007752,2022-10-07,Japan,37,Female,Affiliate,Mobile,,CMP0022,True
U007753,2025-01-15,Indonesia,17,Female,Direct,Mobile,,CMP0023,True
U007754,2024-08-21,India,15,Male,Paid Social,Mobile,,CMP0003,True
U007755,2024-11-10,UK,13,Male,Influencer,Smart TV,,CMP0028,True
